seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-22T15:17:25.080,100,0,1,ok,-1.7027945764966712,-1.849571329496134,-0.06926408447744728,,001_tag100_attempt1_ok.yaml
2,2026-09-22T15:18:10.042,101,0,1,ok,-1.7031002657600496,-1.4555258507941657,-0.06829625465648634,,002_tag101_attempt1_ok.yaml
3,2026-09-22T15:18:52.681,102,0,1,ok,-1.7027185680411643,-1.0601468088737764,-0.07144482676136234,,003_tag102_attempt1_ok.yaml
4,2026-09-22T15:19:35.319,103,0,1,ok,-1.705154327930237,-0.6688740575005083,-0.08358374638219092,,004_tag103_attempt1_ok.yaml
5,2026-09-22T15:20:20.497,104,0,1,ok,-1.717550203600771,-0.27809625670550175,-0.07714944091374132,,005_tag104_attempt1_ok.yaml
6,2026-09-22T15:21:04.175,105,1,1,ok,-1.7027496870707859,0.14030210166185622,-0.0700427331283608,,006_tag105_attempt1_ok.yaml
7,2026-09-22T15:21:44.110,106,1,1,ok,-1.7074874815574703,0.5331180317522133,-0.0765414140412868,,007_tag106_attempt1_ok.yaml
8,2026-09-22T15:22:26.547,107,1,1,ok,-1.7185152041495266,0.924508995369023,-0.06278286633599628,,008_tag107_attempt1_ok.yaml
9,2026-09-22T15:23:11.002,108,2,1,ok,-1.7064956099922632,1.3379622341944821,-0.0547351551880796,,009_tag108_attempt1_ok.yaml
10,2026-09-22T15:23:53.644,109,2,1,ok,-1.7126373415904919,1.7293142102533627,-0.06562462783133229,,010_tag109_attempt1_ok.yaml
11,2026-09-22T15:24:33.455,110,2,1,ok,-1.7203289374560522,2.1229281551279366,-0.07660157661279998,,011_tag110_attempt1_ok.yaml
12,2026-09-22T15:25:15.156,111,2,1,ok,-1.7279806129701472,2.517985313912538,-0.06394381364511209,,012_tag111_attempt1_ok.yaml
13,2026-09-22T15:26:03.820,112,2,1,ok,-1.7375931789557817,2.9172580656288662,-0.05523092499517572,,013_tag112_attempt1_ok.yaml
14,2026-09-22T15:30:47.316,113,3,1,ok,1.6766743183798805,1.841356651662779,-0.06735176508030108,,014_tag113_attempt1_ok.yaml
15,2026-09-22T15:31:29.352,114,3,1,ok,1.6806484163788462,1.4449293049509264,-0.06401809095773228,,015_tag114_attempt1_ok.yaml
16,2026-09-22T15:32:13.217,115,3,1,ok,1.6846549449240573,1.051782860034561,-0.06612278255032265,,016_tag115_attempt1_ok.yaml
17,2026-09-22T15:33:00.210,116,3,1,ok,1.6917739883576375,0.66202601365567,-0.0634331997890936,,017_tag116_attempt1_ok.yaml
18,2026-09-22T15:33:44.043,117,3,1,ok,1.7032845346844354,0.2695921190006959,-0.04551314378386234,,018_tag117_attempt1_ok.yaml
19,2026-09-22T15:34:28.291,118,4,1,ok,1.6907828560072198,-0.14610626211950628,-0.062238313632000705,,019_tag118_attempt1_ok.yaml
20,2026-09-22T15:35:11.610,119,4,1,ok,1.6978041778147142,-0.533565826341109,-0.06834124511022731,,020_tag119_attempt1_ok.yaml
21,2026-09-22T15:35:57.958,120,4,1,ok,1.706149648835305,-0.9287163024723358,-0.08260983157565355,,021_tag120_attempt1_ok.yaml
22,2026-09-22T15:36:38.796,121,5,1,ok,1.692344980658687,-1.3444807986682283,-0.06387261796766634,,022_tag121_attempt1_ok.yaml
23,2026-09-22T15:37:26.505,122,5,1,ok,1.696691956497323,-1.735046837062558,-0.07223293673945368,,023_tag122_attempt1_ok.yaml
24,2026-09-22T15:38:11.052,123,5,1,ok,1.7057613483308143,-2.1278132079815837,-0.04183858462121404,,024_tag123_attempt1_ok.yaml
25,2026-09-22T15:38:59.128,124,5,1,ok,1.7154004326358208,-2.521731570479357,-0.054524538033093546,,025_tag124_attempt1_ok.yaml
26,2026-09-22T15:39:48.668,125,5,1,ok,1.7246329557628393,-2.9223666128080064,-0.05901486484761821,,026_tag125_attempt1_ok.yaml
