round,tag,robot_x,robot_y,theta_deg,lift_mm,tool_frame,target_wx,target_wy,target_wz,before_tip_wx,before_tip_wy,before_tip_wz,before_j1,before_j2,before_j3,before_j4,before_j5,before_j6,standoff_converged,standoff_message,after_tip_wx,after_tip_wy,after_tip_wz,after_j1,after_j2,after_j3,after_j4,after_j5,after_j6,correction_dz_mm,image,ok,message
1,102,,,,,,-0.6,-1.2,0.002,,,,,,,,,,,,,,,,,,,,,,,False,GOTO failed — task_executor did not start goto_102 within 20s. Stopping the sequence.
