seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-02T13:04:32.016,126,0,1,fail,,,,auto_align: tag A (id=0) not detected at iteration 2 — adjust initial pose (tag 0 not detected on /hand_cam/tag_detections within 3.0s),001_tag126_attempt1_fail.yaml
2,2026-09-02T13:05:32.107,126,0,2,fail,,,,"move_cart: no completion within 60.0s (arm busy with a scan, or arm_node down?); target=[-1091.7, 892.1000000000001, 384.1, 178.70000000000002, 0.30000000000000043, 53.90000000000001]",002_tag126_attempt2_fail.yaml
3,2026-09-02T13:06:44.612,127,0,1,fail,,,,auto_align: tag A (id=0) not detected at iteration 4 — adjust initial pose (wait_for_tag_detection: rospy shutdown),003_tag127_attempt1_fail.yaml
4,2026-09-02T13:06:44.622,127,0,2,fail,,,,base nav to path_tag_id=127 failed,004_tag127_attempt2_fail.yaml
5,2026-09-02T13:06:44.665,128,0,1,fail,,,,base nav to path_tag_id=128 failed,005_tag128_attempt1_fail.yaml
6,2026-09-02T13:06:44.676,128,0,2,fail,,,,base nav to path_tag_id=128 failed,006_tag128_attempt2_fail.yaml
7,2026-09-02T13:06:44.690,129,0,1,fail,,,,base nav to path_tag_id=129 failed,007_tag129_attempt1_fail.yaml
8,2026-09-02T13:06:44.704,129,0,2,fail,,,,base nav to path_tag_id=129 failed,008_tag129_attempt2_fail.yaml
9,2026-09-02T13:06:44.718,130,1,1,fail,,,,base nav to path_tag_id=130 failed,009_tag130_attempt1_fail.yaml
10,2026-09-02T13:06:44.728,130,1,2,fail,,,,base nav to path_tag_id=130 failed,010_tag130_attempt2_fail.yaml
11,2026-09-02T13:06:44.739,131,1,1,fail,,,,base nav to path_tag_id=131 failed,011_tag131_attempt1_fail.yaml
12,2026-09-02T13:06:44.750,131,1,2,fail,,,,base nav to path_tag_id=131 failed,012_tag131_attempt2_fail.yaml
13,2026-09-02T13:06:44.762,132,1,1,fail,,,,base nav to path_tag_id=132 failed,013_tag132_attempt1_fail.yaml
14,2026-09-02T13:06:44.776,132,1,2,fail,,,,base nav to path_tag_id=132 failed,014_tag132_attempt2_fail.yaml
15,2026-09-02T13:06:44.790,133,2,1,fail,,,,base nav to path_tag_id=133 failed,015_tag133_attempt1_fail.yaml
16,2026-09-02T13:06:44.803,133,2,2,fail,,,,base nav to path_tag_id=133 failed,016_tag133_attempt2_fail.yaml
17,2026-09-02T13:06:44.818,134,2,1,fail,,,,base nav to path_tag_id=134 failed,017_tag134_attempt1_fail.yaml
18,2026-09-02T13:06:44.833,134,2,2,fail,,,,base nav to path_tag_id=134 failed,018_tag134_attempt2_fail.yaml
19,2026-09-02T13:06:44.849,135,2,1,fail,,,,base nav to path_tag_id=135 failed,019_tag135_attempt1_fail.yaml
20,2026-09-02T13:06:44.864,135,2,2,fail,,,,base nav to path_tag_id=135 failed,020_tag135_attempt2_fail.yaml
