seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-22T14:52:21.289,100,0,1,ok,-1.7031984801241205,-1.8493672571842161,-0.06561873400359416,,001_tag100_attempt1_ok.yaml
2,2026-09-22T14:53:04.731,101,0,1,ok,-1.70317887449966,-1.4555678536551215,-0.06616362461540246,,002_tag101_attempt1_ok.yaml
3,2026-09-22T14:53:49.259,102,0,1,ok,-1.702904650940202,-1.0604402703851,-0.06825585222482829,,003_tag102_attempt1_ok.yaml
4,2026-09-22T14:54:35.527,103,0,1,ok,-1.7061621276256314,-0.6685288108621069,-0.06344368075788177,,004_tag103_attempt1_ok.yaml
5,2026-09-22T14:55:19.839,104,0,1,ok,-1.7177104744747735,-0.27766452496671423,-0.0671853642804191,,005_tag104_attempt1_ok.yaml
6,2026-09-22T14:56:04.831,105,1,1,ok,-1.7018780816235446,0.14027255304817424,-0.08268060975974585,,006_tag105_attempt1_ok.yaml
7,2026-09-22T14:56:48.463,106,1,1,ok,-1.707874641425423,0.5321062951488779,-0.0736890896528279,,007_tag106_attempt1_ok.yaml
8,2026-09-22T14:57:31.357,107,1,1,ok,-1.7175775702289036,0.9243486048513576,-0.0765526137919389,,008_tag107_attempt1_ok.yaml
9,2026-09-22T14:58:11.696,108,2,1,ok,-1.705974425882831,1.337450513756559,-0.06205308843629383,,009_tag108_attempt1_ok.yaml
10,2026-09-22T14:58:56.942,109,2,1,ok,-1.7125688047344179,1.7291354604084632,-0.0650155711541532,,010_tag109_attempt1_ok.yaml
11,2026-09-22T14:59:41.565,110,2,1,ok,-1.7205425596978574,2.1220242078653255,-0.0769118446985288,,011_tag110_attempt1_ok.yaml
12,2026-09-22T15:00:23.405,111,2,1,ok,-1.727860451431693,2.5175418126680977,-0.06563991957309573,,012_tag111_attempt1_ok.yaml
13,2026-09-22T15:01:14.041,112,2,1,ok,-1.7372062995843964,2.916700427837167,-0.0705184258783663,,013_tag112_attempt1_ok.yaml
14,2026-09-22T15:05:56.759,113,3,1,ok,1.6767641971172793,1.8412789885122378,-0.06217360456416629,,014_tag113_attempt1_ok.yaml
15,2026-09-22T15:06:42.253,114,3,1,ok,1.6797296111532392,1.4449594006749817,-0.07554298299571563,,015_tag114_attempt1_ok.yaml
16,2026-09-22T15:07:24.293,115,3,1,ok,1.6840429798355219,1.0520236845249427,-0.07341270555208894,,016_tag115_attempt1_ok.yaml
17,2026-09-22T15:08:10.416,116,3,1,ok,1.691681843952768,0.6626841894049408,-0.06626878277635943,,017_tag116_attempt1_ok.yaml
18,2026-09-22T15:08:55.752,117,3,1,ok,1.7025567803397172,0.26937806638379225,-0.051070059090624176,,018_tag117_attempt1_ok.yaml
19,2026-09-22T15:09:39.596,118,4,1,ok,1.6905140739748434,-0.14550152076811865,-0.06403650218247424,,019_tag118_attempt1_ok.yaml
20,2026-09-22T15:10:24.011,119,4,1,ok,1.697599462399935,-0.5340884631603496,-0.06425508233859127,,020_tag119_attempt1_ok.yaml
21,2026-09-22T15:11:09.537,120,4,1,ok,1.7060584291680922,-0.9290097791389649,-0.07602476881680786,,021_tag120_attempt1_ok.yaml
22,2026-09-22T15:11:53.560,121,5,1,ok,1.692060504422829,-1.3443322880952229,-0.06629001073832573,,022_tag121_attempt1_ok.yaml
23,2026-09-22T15:12:40.295,122,5,1,ok,1.6970517606364912,-1.7354002678680271,-0.06091882889787719,,023_tag122_attempt1_ok.yaml
24,2026-09-22T15:13:25.913,123,5,1,ok,1.7050934567215372,-2.127182169391776,-0.06118234278751622,,024_tag123_attempt1_ok.yaml
25,2026-09-22T15:14:14.808,124,5,1,ok,1.7150959393069813,-2.521507179461265,-0.05983358814758855,,025_tag124_attempt1_ok.yaml
26,2026-09-22T15:15:06.420,125,5,1,ok,1.7246795633609273,-2.921497614231315,-0.07307168214003613,,026_tag125_attempt1_ok.yaml
