seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-09T14:43:50.699,100,0,1,fail,,,,auto_align: tag A (id=0) not detected at iteration 1 — adjust initial pose (tag 0 not detected on /hand_cam/tag_detections within 3.0s),001_tag100_attempt1_fail.yaml
2,2026-09-09T14:44:12.455,100,0,2,ok,-1.7331477747036037,-1.8538205732014792,-0.031216588796846443,,002_tag100_attempt2_ok.yaml
3,2026-09-09T14:45:03.965,101,0,1,ok,-1.7144752628065842,-1.4567741964821703,-0.052241877763460474,,003_tag101_attempt1_ok.yaml
4,2026-09-09T14:45:43.633,102,0,1,ok,-1.7094702408428497,-1.0559534361902585,-0.059460447005457016,,004_tag102_attempt1_ok.yaml
5,2026-09-09T14:46:26.901,103,0,1,ok,-1.7076252988047256,-0.6556398248790544,-0.05219728903892308,,005_tag103_attempt1_ok.yaml
6,2026-09-09T14:47:11.567,104,0,1,ok,-1.7091270212788454,-0.2503091898217832,-0.03825948577064254,,006_tag104_attempt1_ok.yaml
7,2026-09-09T14:47:56.036,105,1,1,ok,-1.708948167400568,0.14156820810645196,-0.06198625243996626,,007_tag105_attempt1_ok.yaml
8,2026-09-09T14:48:33.450,106,1,1,ok,-1.7093899884851123,0.5436064121446086,-0.06581528088430001,,008_tag106_attempt1_ok.yaml
9,2026-09-09T14:49:17.753,107,1,1,ok,-1.713443012303944,0.9479807501192042,-0.07430392276488779,,009_tag107_attempt1_ok.yaml
10,2026-09-09T14:50:05.890,108,2,1,ok,-1.7112338469438222,1.3409552574186687,-0.06641800144076788,,010_tag108_attempt1_ok.yaml
11,2026-09-09T14:50:49.773,109,2,1,ok,-1.7133045515271306,1.7416457350954322,-0.06268487435893257,,011_tag109_attempt1_ok.yaml
12,2026-09-09T14:51:30.426,110,2,1,ok,-1.7148140758104664,2.148309872364662,-0.058967011097588125,,012_tag110_attempt1_ok.yaml
13,2026-09-09T14:52:15.565,111,2,1,ok,-1.7060238370799174,2.554368107269731,-0.06713298958288494,,013_tag111_attempt1_ok.yaml
14,2026-09-09T14:53:12.650,112,2,1,ok,-1.702582699368567,2.960938244493589,-0.04075510723907388,,014_tag112_attempt1_ok.yaml
15,2026-09-09T14:58:03.136,113,3,1,ok,1.6952571835284198,1.845765854135751,-0.06659056870882088,,015_tag113_attempt1_ok.yaml
16,2026-09-09T14:58:53.365,114,3,1,ok,1.6917581605470073,1.4466424804720788,-0.06480311951325993,,016_tag114_attempt1_ok.yaml
17,2026-09-09T14:59:39.705,115,3,1,ok,1.6894114436018017,1.048971086682019,-0.07198521786114291,,017_tag115_attempt1_ok.yaml
18,2026-09-09T15:00:21.950,116,3,1,ok,1.691205921993146,0.6492235555472938,-0.07862407615238397,,018_tag116_attempt1_ok.yaml
19,2026-09-09T15:01:06.108,117,3,1,ok,1.6932298219907227,0.2429137224528496,-0.0712097471523419,,019_tag117_attempt1_ok.yaml
20,2026-09-09T15:01:48.884,118,4,1,ok,1.6953373005935242,-0.15000689602829864,-0.07998070823155627,,020_tag118_attempt1_ok.yaml
21,2026-09-09T15:02:30.858,119,4,1,ok,1.6966922732254144,-0.5482279680819605,-0.07819921238711529,,021_tag119_attempt1_ok.yaml
22,2026-09-09T15:03:17.860,120,4,1,ok,1.6980887020537696,-0.9575419799848892,-0.07197696065301884,,022_tag120_attempt1_ok.yaml
23,2026-09-09T15:04:06.199,121,5,1,ok,1.6969326053355367,-1.3501809877650985,-0.05949163696591051,,023_tag121_attempt1_ok.yaml
24,2026-09-09T15:04:50.020,122,5,1,ok,1.6963152859368935,-1.7503822487764071,-0.06024884620966324,,024_tag122_attempt1_ok.yaml
25,2026-09-09T15:05:37.747,123,5,1,ok,1.6972551244354173,-2.161522186038348,-0.0371453708881273,,025_tag123_attempt1_ok.yaml
26,2026-09-09T15:06:28.856,124,5,1,ok,1.6880491745849695,-2.562718886319508,-0.06542652966174622,,026_tag124_attempt1_ok.yaml
27,2026-09-09T15:07:25.686,125,5,1,ok,1.6829350034880615,-2.9664776492690965,-0.04957612427917086,,027_tag125_attempt1_ok.yaml
