seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-22T16:53:39.985,100,0,1,ok,-1.7064195355217437,-1.8478249770407404,-0.07104740464979101,,001_tag100_attempt1_ok.yaml
2,2026-09-22T16:54:25.446,101,0,1,ok,-1.7060798961471315,-1.4519863642656963,-0.06735240788093186,,002_tag101_attempt1_ok.yaml
3,2026-09-22T16:55:09.090,102,0,1,ok,-1.7051284444015695,-1.0519121164394793,-0.05665597052982815,,003_tag102_attempt1_ok.yaml
4,2026-09-22T16:55:53.516,103,0,1,ok,-1.7045925113946812,-0.6533622990201866,-0.05756350856697952,,004_tag103_attempt1_ok.yaml
5,2026-09-22T16:56:37.618,104,0,1,ok,-1.7106920401904544,-0.25538764761415,-0.029816284540562125,,005_tag104_attempt1_ok.yaml
6,2026-09-22T16:57:21.058,105,1,1,ok,-1.7053166344814699,0.14810752784715256,-0.05550951871668821,,006_tag105_attempt1_ok.yaml
7,2026-09-22T16:58:03.181,106,1,1,ok,-1.706319667855487,0.5482857923612463,-0.061760121350221256,,007_tag106_attempt1_ok.yaml
8,2026-09-22T16:58:44.221,107,1,1,ok,-1.7101662702804292,0.9464130302902822,-0.06139986267187054,,008_tag107_attempt1_ok.yaml
9,2026-09-22T16:59:25.600,108,2,1,ok,-1.7080961851832965,1.3464109784406204,-0.05340412115462586,,009_tag108_attempt1_ok.yaml
10,2026-09-22T17:00:08.763,109,2,1,ok,-1.7101887885309308,1.7458691134202926,-0.06228543020474604,,010_tag109_attempt1_ok.yaml
11,2026-09-22T17:00:55.039,110,2,1,ok,-1.7118057245899743,2.1436159306523455,-0.09012481227571328,,011_tag110_attempt1_ok.yaml
12,2026-09-22T17:01:36.680,111,2,1,ok,-1.712982344390864,2.5428487851397916,-0.059392973901631896,,012_tag111_attempt1_ok.yaml
13,2026-09-22T17:02:25.704,112,2,1,ok,-1.7146078585245625,2.9430855829591533,-0.06529609007089847,,013_tag112_attempt1_ok.yaml
14,2026-09-22T17:07:08.509,113,3,1,ok,1.6802323582046572,1.8409142126452533,-0.05803193247235513,,014_tag113_attempt1_ok.yaml
15,2026-09-22T17:07:55.572,114,3,1,ok,1.6838154891851498,1.4420298532739013,-0.05861639193437948,,015_tag114_attempt1_ok.yaml
16,2026-09-22T17:08:35.849,115,3,1,ok,1.6865467767601396,1.0446243949005367,-0.06505621268322952,,016_tag115_attempt1_ok.yaml
17,2026-09-22T17:09:21.417,116,3,1,ok,1.6896213772242308,0.6464513810502991,-0.061636534324989986,,017_tag116_attempt1_ok.yaml
18,2026-09-22T17:10:05.352,117,3,1,ok,1.6953338504201683,0.24882358681042416,-0.05419633546181784,,018_tag117_attempt1_ok.yaml
19,2026-09-22T17:10:48.665,118,4,1,ok,1.6930648355417355,-0.15444659538349326,-0.04643944123932279,,019_tag118_attempt1_ok.yaml
20,2026-09-22T17:11:31.817,119,4,1,ok,1.6959173443739513,-0.5498748370263671,-0.057279466289978195,,020_tag119_attempt1_ok.yaml
21,2026-09-22T17:12:15.946,120,4,1,ok,1.6988350834609918,-0.951165846368052,-0.05135403766120716,,021_tag120_attempt1_ok.yaml
22,2026-09-22T17:13:00.591,121,5,1,ok,1.694412553864609,-1.3528000394051851,-0.055815899128127046,,022_tag121_attempt1_ok.yaml
23,2026-09-22T17:13:47.291,122,5,1,ok,1.6951570855977263,-1.750910221112635,-0.0582997475246325,,023_tag122_attempt1_ok.yaml
24,2026-09-22T17:14:31.651,123,5,1,ok,1.6977695988628332,-2.1484540580757265,-0.05334953719315765,,024_tag123_attempt1_ok.yaml
25,2026-09-22T17:15:19.393,124,5,1,ok,1.6999357759995086,-2.546732639911518,-0.05352658032952373,,025_tag124_attempt1_ok.yaml
26,2026-09-22T17:16:09.313,125,5,1,ok,1.7022196276570924,-2.948594550736263,-0.04267624852060493,,026_tag125_attempt1_ok.yaml
