seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-09T11:00:53.970,100,0,1,fail,,,,auto_align: tag A (id=0) not detected at iteration 1 — adjust initial pose (tag 0 not detected on /hand_cam/tag_detections within 3.0s),001_tag100_attempt1_fail.yaml
2,2026-09-09T11:01:11.562,100,0,2,fail,,,,auto_align: tag A (id=0) not detected at iteration 1 — adjust initial pose (tag 0 not detected on /hand_cam/tag_detections within 3.0s),002_tag100_attempt2_fail.yaml
3,2026-09-09T11:02:05.038,101,0,1,ok,-1.714113456809411,-1.4576642337341084,-0.07480140609770833,,003_tag101_attempt1_ok.yaml
4,2026-09-09T11:02:52.142,102,0,1,ok,-1.7084350985037555,-1.0552982624278098,-0.05838018140076447,,004_tag102_attempt1_ok.yaml
5,2026-09-09T11:03:30.312,103,0,1,ok,-1.7067636490616231,-0.6553602051315214,-0.05204518540224369,,005_tag103_attempt1_ok.yaml
6,2026-09-09T11:04:16.734,104,0,1,ok,-1.7098158034721038,-0.2496932889204172,-0.0400446045391964,,006_tag104_attempt1_ok.yaml
7,2026-09-09T11:05:00.749,105,1,1,ok,-1.708531391727278,0.14146966560472096,-0.06973963740068435,,007_tag105_attempt1_ok.yaml
8,2026-09-09T11:05:43.398,106,1,1,ok,-1.7095098041058656,0.5423900511284777,-0.06807695575170837,,008_tag106_attempt1_ok.yaml
9,2026-09-09T11:06:25.880,107,1,1,ok,-1.7122877433324084,0.9486458035210198,-0.07002126822557864,,009_tag107_attempt1_ok.yaml
10,2026-09-09T11:07:09.622,108,2,1,ok,-1.7110798609359423,1.3422659979861833,-0.06509071119179029,,010_tag108_attempt1_ok.yaml
11,2026-09-09T11:07:53.242,109,2,1,ok,-1.7071416429887019,1.7468985904755026,-0.05962777115072167,,011_tag109_attempt1_ok.yaml
12,2026-09-09T11:08:37.451,110,2,1,ok,-1.7145637671516947,2.148765500562735,-0.04278691846247341,,012_tag110_attempt1_ok.yaml
13,2026-09-09T11:09:24.847,111,2,1,ok,-1.705070258824731,2.5552688026676886,-0.05507117701915054,,013_tag111_attempt1_ok.yaml
14,2026-09-09T11:10:17.149,112,2,1,ok,-1.6991371449042352,2.960528740820359,-0.039104767359511176,,014_tag112_attempt1_ok.yaml
15,2026-09-09T11:15:01.489,113,3,1,ok,1.6954715654016979,1.8456305067465801,-0.07453995679680578,,015_tag113_attempt1_ok.yaml
16,2026-09-09T11:15:56.718,114,3,1,ok,1.6903931400417207,1.4456013447465381,-0.07589155585876808,,016_tag114_attempt1_ok.yaml
17,2026-09-09T11:16:43.720,115,3,1,ok,1.689163879714879,1.0481984226041172,-0.07604131218414904,,017_tag115_attempt1_ok.yaml
18,2026-09-09T11:17:26.060,116,3,1,ok,1.69125333410345,0.6485386587924422,-0.07335394687856671,,018_tag116_attempt1_ok.yaml
19,2026-09-09T11:18:12.640,117,3,1,ok,1.6930816922501166,0.24267566811609353,-0.0793235375473279,,019_tag117_attempt1_ok.yaml
20,2026-09-09T11:18:57.661,118,4,1,ok,1.695003131236593,-0.14982588204964803,-0.07636970308960349,,020_tag118_attempt1_ok.yaml
21,2026-09-09T11:19:39.802,119,4,1,ok,1.696398790936236,-0.54823085896337,-0.07540355827687521,,021_tag119_attempt1_ok.yaml
22,2026-09-09T11:20:25.680,120,4,1,ok,1.6974325008465057,-0.9572597218785787,-0.0779371444126366,,022_tag120_attempt1_ok.yaml
23,2026-09-09T11:21:09.764,121,5,1,ok,1.6976600490321792,-1.350405118755979,-0.05741041198172157,,023_tag121_attempt1_ok.yaml
24,2026-09-09T11:21:51.861,122,5,1,ok,1.6962832799208627,-1.7506392537068827,-0.056249756593475184,,024_tag122_attempt1_ok.yaml
25,2026-09-09T11:22:36.244,123,5,1,ok,1.6951522247270288,-2.1558299138998978,-0.05493930057331247,,025_tag123_attempt1_ok.yaml
26,2026-09-09T11:23:23.272,124,5,1,ok,1.6907080583542373,-2.5608383343229764,-0.049032726033321594,,026_tag124_attempt1_ok.yaml
27,2026-09-09T11:24:15.753,125,5,1,ok,1.6826975149503962,-2.967164638433841,-0.03708677917587245,,027_tag125_attempt1_ok.yaml
