seq,recorded_at,path_tag_id,ref_tag_id,attempt,status,x_m,y_m,z_m,error,file
1,2026-09-08T15:24:45.129,100,0,1,fail,,,,auto_align: tag A (id=0) not detected at iteration 1 — adjust initial pose (tag 0 not detected on /hand_cam/tag_detections within 3.0s),001_tag100_attempt1_fail.yaml
2,2026-09-08T15:25:02.725,100,0,2,fail,,,,auto_align: tag A (id=0) not detected at iteration 1 — adjust initial pose (tag 0 not detected on /hand_cam/tag_detections within 3.0s),002_tag100_attempt2_fail.yaml
3,2026-09-08T15:25:44.611,101,0,1,ok,-1.721114541267379,-1.45598747878573,-0.058141452469312925,,003_tag101_attempt1_ok.yaml
4,2026-09-08T15:26:14.276,102,0,1,fail,,,,get_tcp_pose: no fresh pose_valid /arm/state within 5.0s — is arm_node running and the arm reachable?,004_tag102_attempt1_fail.yaml
5,2026-09-08T15:26:30.587,102,0,2,ok,-1.714284736258345,-1.0561840064767476,-0.06215994795277487,,005_tag102_attempt2_ok.yaml
6,2026-09-08T15:27:01.416,103,0,1,ok,-1.7078959846059605,-0.6567674044600503,-0.05231268887525804,,006_tag103_attempt1_ok.yaml
7,2026-09-08T15:27:35.072,104,0,1,ok,-1.7138191029633778,-0.2501115548159156,-0.045502410871304085,,007_tag104_attempt1_ok.yaml
8,2026-09-08T15:28:07.292,105,1,1,ok,-1.714388431020991,0.14157915762968792,-0.06897687685755662,,008_tag105_attempt1_ok.yaml
9,2026-09-08T15:28:38.757,106,1,1,ok,-1.7143276536948648,0.5430788200200103,-0.06924931850071366,,009_tag106_attempt1_ok.yaml
10,2026-09-08T15:29:10.726,107,1,1,ok,-1.7158639875281732,0.949169344666278,-0.0809749693941133,,010_tag107_attempt1_ok.yaml
11,2026-09-08T15:29:44.243,108,2,1,ok,-1.7141776899573027,1.34222473039551,-0.07222532837079494,,011_tag108_attempt1_ok.yaml
12,2026-09-08T15:30:13.495,109,2,1,ok,-1.716434350638731,1.7431305822336691,-0.06494552215652195,,012_tag109_attempt1_ok.yaml
13,2026-09-08T15:30:44.586,110,2,1,ok,-1.718066404482372,2.1482798455828735,-0.05829794912480419,,013_tag110_attempt1_ok.yaml
14,2026-09-08T15:31:18.935,111,2,1,ok,-1.708591262172655,2.5540608597061025,-0.05293857902229093,,014_tag111_attempt1_ok.yaml
15,2026-09-08T15:32:00.527,112,2,1,ok,-1.7019528754980486,2.960120115278748,-0.04464520153520173,,015_tag112_attempt1_ok.yaml
16,2026-09-08T15:35:23.400,113,3,1,ok,1.7026764852282938,1.8453790954242626,-0.06931330138989675,,016_tag113_attempt1_ok.yaml
17,2026-09-08T15:36:03.395,114,3,1,ok,1.69682927333954,1.4457284962403176,-0.07154568316458751,,017_tag114_attempt1_ok.yaml
18,2026-09-08T15:36:37.835,115,3,1,ok,1.6900769158218392,1.0518294288514203,-0.07811309118061154,,018_tag115_attempt1_ok.yaml
19,2026-09-08T15:37:09.309,116,3,1,ok,1.6954928547142583,0.6488378153662241,-0.07546547219578918,,019_tag116_attempt1_ok.yaml
20,2026-09-08T15:37:38.465,117,3,1,ok,1.6977711856487634,0.24367746689077685,-0.07072552430205742,,020_tag117_attempt1_ok.yaml
21,2026-09-08T15:38:08.191,118,4,1,ok,1.6997956906494198,-0.15069053161769583,-0.08258682181148395,,021_tag118_attempt1_ok.yaml
22,2026-09-08T15:38:39.620,119,4,1,ok,1.7010161412945664,-0.5481598208150021,-0.07804139335492453,,022_tag119_attempt1_ok.yaml
23,2026-09-08T15:39:13.257,120,4,1,ok,1.7055564124927765,-0.9613808345927716,-0.07414823260907166,,023_tag120_attempt1_ok.yaml
24,2026-09-08T15:39:42.716,121,5,1,ok,1.703333837332917,-1.3499729751866194,-0.05949398413708699,,024_tag121_attempt1_ok.yaml
25,2026-09-08T15:40:15.292,122,5,1,ok,1.7017365256500088,-1.748660145605712,-0.06027295116758179,,025_tag122_attempt1_ok.yaml
26,2026-09-08T15:40:48.495,123,5,1,ok,1.7003093425475861,-2.1552378856138787,-0.05121824528882018,,026_tag123_attempt1_ok.yaml
27,2026-09-08T15:41:25.431,124,5,1,ok,1.6944066882287512,-2.5596236334338194,-0.04787256896151065,,027_tag124_attempt1_ok.yaml
28,2026-09-08T15:42:04.163,125,5,1,ok,1.6859501109854067,-2.9659716064508324,-0.03900330546738424,,028_tag125_attempt1_ok.yaml
