group_id,point_id,robot_x,robot_y,robot_theta,tcp_x_mm,tcp_y_mm,tcp_z_mm,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,world_x,world_y,world_z
106,21,-2.4,0.39024,89.7068,-83.3799,1262.0389,-380.9223,-178.4898,-5.0027,-0.1301,0.864686304,2.484192605,0.573307533
106,22,-2.4,0.39024,89.7068,-83.9831,1292.7162,-380.2943,-178.7453,-5.2463,-0.1144,0.895386255,2.484868204,0.573967159
106,23,-2.4,0.39024,89.7068,-84.6457,1323.5035,-379.6531,-179.0241,-5.5027,-0.0924,0.926171491,2.485573511,0.574542629
106,24,-2.4,0.39024,89.7068,-84.7318,1353.8138,-379.1814,-179.1469,-5.5292,-0.0816,0.956504597,2.485652087,0.575042152
106,25,-2.4,0.39024,89.7068,-84.7787,1384.0392,-378.7248,-179.2356,-5.5493,-0.0737,0.986745328,2.485707312,0.575521028
106,26,-2.4,0.39024,89.7068,-84.8348,1414.3922,-378.3839,-179.3762,-5.5735,-0.062,1.017128292,2.485773199,0.575870583
106,27,-2.4,0.39024,89.7068,-84.894,1444.6484,-378.0656,-179.4787,-5.5928,-0.0501,1.047409823,2.485824984,0.576226011
106,28,-2.4,0.39024,89.7068,-84.9072,1474.9366,-377.8341,-179.5751,-5.6035,-0.041,1.077676901,2.485855445,0.576445472
106,29,-2.4,0.39024,89.7068,-84.9382,1505.2975,-377.619,-179.711,-5.6183,-0.0288,1.108057028,2.485895392,0.576668194
106,30,-2.4,0.39024,89.7068,-84.9568,1535.4937,-377.5721,-179.7988,-5.6242,-0.0191,1.138290568,2.485911097,0.57677254
106,31,-2.4,0.39024,89.7068,-84.9565,1565.7682,-377.3944,-179.8607,-5.6277,-0.0137,1.168481897,2.485920695,0.576851021
106,32,-2.4,0.39024,89.7068,-53.6757,1571.8125,-374.5102,-179.8277,-5.1159,-0.0096,1.174610773,2.454517648,0.579877466
106,33,-2.4,0.39024,89.7068,-53.6061,1541.6274,-374.5072,-179.7625,-5.1201,-0.0216,1.144449091,2.454512598,0.579791224
106,34,-2.4,0.39024,89.7068,-53.6105,1511.4651,-374.5745,-179.7047,-5.1161,-0.027,1.114287409,2.454507549,0.579704818
106,35,-2.4,0.39024,89.7068,-53.5913,1480.873,-374.8795,-179.5059,-5.1025,-0.0434,1.083725765,2.454470945,0.579464595
106,36,-2.4,0.39024,89.7068,-53.5685,1450.7225,-375.0442,-179.4272,-5.0968,-0.0515,1.05352169,2.45445652,0.57922361
106,37,-2.4,0.39024,89.7068,-53.533,1420.1873,-375.4244,-179.2393,-5.0761,-0.0673,1.022996498,2.454398179,0.578863242
106,38,-2.4,0.39024,89.7068,-53.5329,1389.9229,-375.8188,-179.1536,-5.0647,-0.0741,0.992756938,2.454372474,0.578481114
106,39,-2.4,0.39024,89.7068,-53.4501,1359.4663,-376.2367,-178.947,-5.0362,-0.0915,0.962209347,2.454289266,0.577982437
106,40,-2.4,0.39024,89.7068,-53.3943,1329.1311,-376.7964,-178.8423,-5.0208,-0.1016,0.931907727,2.454246198,0.577445629
106,41,-2.4,0.39024,89.7068,-53.2986,1298.5928,-377.4477,-178.6422,-4.9822,-0.1181,0.901359609,2.454140295,0.576781478
106,42,-2.4,0.39024,89.7068,-53.2212,1268.233,-378.0982,-178.4812,-4.9546,-0.1317,0.870935528,2.454064753,0.576067779
106,43,-2.4,0.39024,89.7068,-53.1373,1237.6783,-379.0003,-178.2872,-4.9096,-0.1457,0.840398487,2.453942398,0.575204794
106,44,-2.4,0.39024,89.7068,-53.0052,1207.1273,-379.892,-178.0575,-4.8613,-0.1645,0.809781032,2.453808709,0.574273597
106,45,-2.4,0.39024,89.7068,-52.8486,1176.5688,-381.0038,-177.8378,-4.8048,-0.1814,0.779189553,2.453653823,0.573147632
106,46,-2.4,0.39024,89.7068,-52.6699,1146.5111,-382.1651,-177.8211,-4.7385,-0.1812,0.749162057,2.453470585,0.57198494
106,47,-2.4,0.39024,89.7068,-52.6624,1141.2692,-382.3567,-177.8409,-4.7272,-0.1769,0.743855771,2.453436453,0.571785658
106,48,-2.4,0.39024,89.7068,-22.6768,1142.1545,-379.8378,-177.8426,-4.7253,-0.171,0.74474087,2.423436453,0.574305659
106,49,-2.4,0.39024,89.7068,-22.8939,1172.2328,-378.7143,-177.8804,-4.8165,-0.1783,0.774804561,2.423679526,0.575509179
106,50,-2.4,0.39024,89.7068,-23.0514,1202.781,-377.5356,-178.0981,-4.8676,-0.1603,0.805385783,2.423825239,0.576692191
106,51,-2.4,0.39024,89.7068,-23.1826,1233.4028,-376.5614,-178.3327,-4.9212,-0.1438,0.83603032,2.423969785,0.577656585
106,52,-2.4,0.39024,89.7068,-23.2615,1263.853,-375.6806,-178.5091,-4.9585,-0.1287,0.866500146,2.424072491,0.578564343
106,53,-2.4,0.39024,89.7068,-23.3541,1294.3972,-374.9291,-178.7079,-4.9968,-0.1121,0.897049919,2.42417551,0.579303201
106,54,-2.4,0.39024,89.7068,-23.45,1324.7998,-374.2092,-178.847,-5.0234,-0.0987,0.92743856,2.42424796,0.580003026
106,55,-2.4,0.39024,89.7068,-23.5308,1355.2246,-373.6917,-179.0223,-5.0485,-0.0838,0.957914579,2.424318175,0.580551885
106,56,-2.4,0.39024,89.7068,-23.5251,1385.5894,-373.1518,-179.1501,-5.0696,-0.0748,0.988264463,2.424371415,0.581086058
106,57,-2.4,0.39024,89.7068,-23.5825,1415.9016,-372.8555,-179.3008,-5.083,-0.0608,1.018665863,2.424414717,0.58147109
106,58,-2.4,0.39024,89.7068,-23.6355,1446.2277,-372.4621,-179.427,-5.098,-0.0496,1.049011589,2.424454608,0.581865867
106,59,-2.4,0.39024,89.7068,-23.6252,1476.6007,-372.192,-179.5407,-5.1078,-0.0432,1.079343572,2.424478032,0.582107222
106,60,-2.4,0.39024,89.7068,-23.6881,1506.9835,-371.925,-179.6891,-5.117,-0.0257,1.109746359,2.424503997,0.582358424
106,61,-2.4,0.39024,89.7068,-23.6649,1537.2524,-371.8561,-179.7883,-5.1206,-0.018,1.140023048,2.42451438,0.58246651
106,62,-2.4,0.39024,89.7068,-23.6633,1567.5137,-371.8039,-179.8893,-5.1228,-0.01,1.170299902,2.424522505,0.582553545
106,63,-2.4,0.39024,89.7068,6.405,1570.3894,-369.1451,-179.9596,-5.1273,-0.0011,1.173228517,2.39452698,0.585253886
106,64,-2.4,0.39024,89.7068,6.3259,1540.1328,-369.2142,-179.8831,-5.118,-0.0102,1.143023349,2.394522107,0.585163691
106,65,-2.4,0.39024,89.7068,6.3357,1509.635,-369.3318,-179.7052,-5.1135,-0.0257,1.112529832,2.394506755,0.585068582
106,66,-2.4,0.39024,89.7068,6.3645,1479.4036,-369.5462,-179.6196,-5.1085,-0.0324,1.082292962,2.394491652,0.584816056
106,67,-2.4,0.39024,89.7068,6.3928,1448.9836,-369.7596,-179.4567,-5.097,-0.0492,1.051847504,2.394461348,0.584566474
106,68,-2.4,0.39024,89.7068,6.3923,1418.6998,-370.1166,-179.3508,-5.0862,-0.0575,1.021558839,2.39443253,0.584184703
106,69,-2.4,0.39024,89.7068,6.4205,1388.4467,-370.4923,-179.2463,-5.0753,-0.0656,0.991276078,2.394400248,0.583784139
106,70,-2.4,0.39024,89.7068,6.4915,1357.9869,-370.9845,-179.0635,-5.0529,-0.0821,0.960778395,2.394338151,0.583263187
106,71,-2.4,0.39024,89.7068,6.5176,1327.7749,-371.5366,-178.9873,-5.0396,-0.0889,0.930571316,2.394303893,0.582697079
106,72,-2.4,0.39024,89.7068,7.1364,1296.9352,-372.1758,-178.6648,-4.7991,-0.1107,0.899683312,2.393635167,0.58204894
106,73,-2.4,0.39024,89.7068,8.25,1266.1703,-372.8742,-178.3868,-4.3661,-0.121,0.868912261,2.392430968,0.581355457
106,74,-2.4,0.39024,89.7068,8.9866,1234.9935,-373.7668,-177.8971,-4.0887,-0.1465,0.837582618,2.391659688,0.580391334
106,75,-2.4,0.39024,89.7068,8.9926,1204.5883,-374.8469,-177.7522,-4.0738,-0.1579,0.807189731,2.391623187,0.579327262
106,76,-2.4,0.39024,89.7068,9.1326,1173.9045,-376.0651,-177.4595,-4.0317,-0.1784,0.776418863,2.39150576,0.578032136
106,77,-2.4,0.39024,89.7068,9.1568,1143.9351,-377.4349,-177.4896,-4.0149,-0.1762,0.746512704,2.391463089,0.576713192
106,78,-2.4,0.39024,89.7068,9.1693,1142.1768,-377.4886,-177.4908,-4.0156,-0.1749,0.744641412,2.391460419,0.576630662
106,79,-2.4,0.39024,89.7068,39.174,1143.0238,-375.3509,-177.4929,-4.0142,-0.1716,0.745519717,2.361460419,0.578782254
106,80,-2.4,0.39024,89.7068,39.0853,1173.079,-374.0664,-177.5037,-4.0447,-0.1767,0.775517056,2.361540766,0.580108889
106,81,-2.4,0.39024,89.7068,38.9834,1203.7112,-372.7849,-177.7687,-4.0742,-0.1587,0.806213898,2.361625227,0.581438579
106,82,-2.4,0.39024,89.7068,38.9545,1234.3503,-371.6996,-178.0109,-4.0969,-0.1433,0.836873001,2.361685712,0.582511574
106,83,-2.4,0.39024,89.7068,38.8579,1264.9558,-370.7159,-178.2668,-4.1209,-0.1239,0.867559017,2.361751579,0.583536186
106,84,-2.4,0.39024,89.7068,38.8704,1295.395,-369.8894,-178.4274,-4.1347,-0.1142,0.89800232,2.361783556,0.584366147
106,85,-2.4,0.39024,89.7068,38.7952,1326.0232,-369.1193,-178.6773,-4.1536,-0.0942,0.928681911,2.361832983,0.585153423
106,86,-2.4,0.39024,89.7068,38.7507,1356.3223,-368.541,-178.7989,-4.1589,-0.0849,0.9590104,2.361850578,0.585777838
106,87,-2.4,0.39024,89.7068,38.7799,1386.9641,-367.9228,-179.0317,-4.1725,-0.0702,0.989657032,2.361884338,0.586373563
106,88,-2.4,0.39024,89.7068,38.7426,1417.2286,-367.4699,-179.1255,-4.1759,-0.0623,1.019919343,2.361894022,0.58681721
106,89,-2.4,0.39024,89.7068,38.6901,1447.7885,-367.0813,-179.35,-4.1822,-0.0446,1.050531566,2.361915366,0.587252486
106,90,-2.4,0.39024,89.7068,38.7562,1478.025,-366.7789,-179.4282,-4.1864,-0.0418,1.080755781,2.36192048,0.587531927
106,91,-2.4,0.39024,89.7068,38.717,1508.4978,-366.5178,-179.6048,-4.1889,-0.0278,1.111241203,2.361929962,0.587813243
106,92,-2.4,0.39024,89.7068,38.703,1538.8749,-366.3455,-179.7239,-4.1914,-0.0181,1.141586465,2.361934847,0.587929388
106,93,-2.4,0.39024,89.7068,38.7273,1569.0083,-366.311,-179.7914,-4.1926,-0.0144,1.171764381,2.361936728,0.588029344
106,94,-2.4,0.39024,89.7068,68.7783,1568.4432,-364.1258,-179.8735,-4.1965,-0.0029,1.171250628,2.331938552,0.590228296
106,95,-2.4,0.39024,89.7068,68.7423,1538.1084,-364.2299,-179.7571,-4.1886,-0.0179,1.140936618,2.331935788,0.5901279
106,96,-2.4,0.39024,89.7068,68.7775,1507.772,-364.3534,-179.6475,-4.187,-0.027,1.110629259,2.331932163,0.590006644
106,97,-2.4,0.39024,89.7068,68.7246,1477.3073,-364.6458,-179.4792,-4.1841,-0.0369,1.08015987,2.331923721,0.589723875
106,98,-2.4,0.39024,89.7068,68.7416,1447.002,-364.8347,-179.3411,-4.1813,-0.0476,1.049791642,2.331915341,0.589443223
106,99,-2.4,0.39024,89.7068,68.7938,1416.5845,-365.3,-179.1963,-4.1762,-0.061,1.019386574,2.331901453,0.589001562
106,100,-2.4,0.39024,89.7068,68.7533,1386.1311,-365.7545,-179.0363,-4.1689,-0.07,0.988939509,2.331885111,0.588555132
106,101,-2.4,0.39024,89.7068,68.7769,1355.7488,-366.3251,-178.8861,-4.1615,-0.0804,0.958533017,2.331864401,0.587952894
106,102,-2.4,0.39024,89.7068,68.7856,1325.2493,-366.9377,-178.6893,-4.1522,-0.0925,0.927994122,2.331835645,0.587321995
106,103,-2.4,0.39024,89.7068,68.8305,1294.8091,-367.7174,-178.5262,-4.1397,-0.1058,0.897551223,2.331804808,0.586528569
106,104,-2.4,0.39024,89.7068,68.8601,1264.2228,-368.5392,-178.2915,-4.1233,-0.1221,0.866911053,2.33175791,0.585686334
106,105,-2.4,0.39024,89.7068,68.9173,1233.7371,-369.5457,-178.0986,-4.1051,-0.1363,0.836394728,2.331711276,0.584654538
106,106,-2.4,0.39024,89.7068,68.9454,1202.9672,-370.6257,-177.8049,-4.0769,-0.1546,0.805595437,2.331635747,0.583562193
106,107,-2.4,0.39024,89.7068,69.0535,1172.4384,-371.922,-177.5779,-4.0529,-0.1714,0.775007103,2.331568393,0.58222076
106,108,-2.4,0.39024,89.7068,69.1187,1143.8436,-373.1963,-177.489,-4.0132,-0.1752,0.746398021,2.331460419,0.580933845
106,109,-2.4,0.39024,89.7068,100.9855,1116.4952,-372.8529,-176.5847,-3.279,-0.1883,0.718823985,2.29943037,0.58123294
106,110,-2.4,0.39024,89.7068,100.9787,1147.4221,-371.1801,-176.9701,-3.2924,-0.1753,0.74980117,2.299461934,0.583038186
106,111,-2.4,0.39024,89.7068,100.9894,1178.0565,-369.7071,-177.2241,-3.2971,-0.1616,0.780475137,2.29947044,0.584518953
106,112,-2.4,0.39024,89.7068,100.9868,1209.0385,-368.3351,-177.6139,-3.3003,-0.1388,0.811525868,2.299475743,0.585914096
106,113,-2.4,0.39024,89.7068,100.9636,1239.4852,-367.1302,-177.7662,-3.3011,-0.1292,0.841944492,2.299476424,0.587079517
106,114,-2.4,0.39024,89.7068,100.3199,1270.7488,-366.1146,-178.2692,-3.5693,-0.1094,0.873322843,2.300212457,0.588125649
106,115,-2.4,0.39024,89.7068,99.2703,1301.416,-365.3397,-178.5298,-3.966,-0.1017,0.904034964,2.301320454,0.588922178
106,116,-2.4,0.39024,89.7068,98.7971,1332.3004,-364.599,-178.8666,-4.1611,-0.0871,0.934965987,2.30186091,0.589649842
106,117,-2.4,0.39024,89.7068,98.7605,1362.5746,-363.9504,-178.9519,-4.1672,-0.0751,0.965206092,2.301874055,0.590280908
106,118,-2.4,0.39024,89.7068,98.7437,1393.1273,-363.4699,-179.1915,-4.1761,-0.0595,0.995855899,2.301900538,0.590848416
106,119,-2.4,0.39024,89.7068,98.7283,1423.4098,-362.9609,-179.2744,-4.1805,-0.0523,1.026091644,2.301908789,0.591296222
106,120,-2.4,0.39024,89.7068,98.7316,1453.8243,-362.5782,-179.432,-4.1855,-0.0411,1.056526197,2.301920821,0.591703114
106,121,-2.4,0.39024,89.7068,98.7216,1484.1879,-362.3424,-179.5804,-4.1871,-0.0296,1.086931229,2.30192883,0.591985707
106,122,-2.4,0.39024,89.7068,98.6978,1514.4885,-362.0914,-179.6948,-4.189,-0.0211,1.117246542,2.30193385,0.592249877
106,123,-2.4,0.39024,89.7068,98.712,1544.9541,-362.031,-179.8802,-4.1906,-0.0078,1.147755609,2.301938601,0.592351314
106,124,-2.4,0.39024,89.7068,98.6915,1575.2013,-361.9101,-179.9634,-4.1911,-0.0013,1.177991885,2.301939612,0.59245178
106,125,-2.4,0.39024,89.7068,131.108,1587.924,-359.6627,-179.8457,-3.2797,-0.0059,1.190671562,2.269412098,0.594726016
106,126,-2.4,0.39024,89.7068,131.0907,1557.5945,-359.7764,-179.7529,-3.2825,-0.0144,1.160413973,2.269413285,0.594616468
106,127,-2.4,0.39024,89.7068,131.1276,1527.3799,-359.8417,-179.677,-3.2819,-0.0208,1.130207471,2.269414009,0.594506801
106,128,-2.4,0.39024,89.7068,131.0603,1496.7362,-360.0697,-179.4445,-3.2837,-0.0323,1.099556605,2.269421143,0.594301335
106,129,-2.4,0.39024,89.7068,131.0642,1466.4402,-360.3986,-179.3521,-3.2841,-0.0377,1.069293181,2.269423842,0.593995177
106,130,-2.4,0.39024,89.7068,131.0401,1436.054,-360.6355,-179.1726,-3.2879,-0.0474,1.038814514,2.269431571,0.593629224
106,131,-2.4,0.39024,89.7068,131.0396,1405.5825,-361.1983,-179.0204,-3.2877,-0.0566,1.008384711,2.269438305,0.593141798
106,132,-2.4,0.39024,89.7068,131.023,1375.2618,-361.6107,-178.8674,-3.2921,-0.0645,0.977979017,2.269444649,0.592612804
106,133,-2.4,0.39024,89.7068,131.0139,1344.6515,-362.3785,-178.6643,-3.2937,-0.0771,0.947405594,2.269454292,0.591926777
106,134,-2.4,0.39024,89.7068,130.9753,1314.2665,-363.0324,-178.4955,-3.2971,-0.0847,0.916956343,2.269459988,0.591206078
106,135,-2.4,0.39024,89.7068,130.9958,1283.6681,-363.9451,-178.2735,-3.2993,-0.0985,0.886347315,2.269468368,0.590298335
106,136,-2.4,0.39024,89.7068,130.9847,1253.1006,-364.8659,-178.0462,-3.3001,-0.1122,0.855732365,2.269472604,0.589340637
106,137,-2.4,0.39024,89.7068,130.9377,1222.5724,-366.0473,-177.8556,-3.2998,-0.1228,0.825214592,2.26947646,0.588180349
106,138,-2.4,0.39024,89.7068,130.9373,1191.7185,-367.2574,-177.5034,-3.2999,-0.1428,0.794270903,2.269474958,0.586915167
106,139,-2.4,0.39024,89.7068,130.9574,1161.2937,-368.6953,-177.3229,-3.2991,-0.1523,0.763805332,2.269472866,0.585454069
106,140,-2.4,0.39024,89.7068,131.5353,1129.6631,-370.3328,-176.6803,-3.0606,-0.1748,0.732060558,2.268815361,0.583791551
106,141,-2.4,0.39024,89.7068,132.7697,1099.0596,-372.1179,-176.4189,-2.5901,-0.1599,0.701390982,2.267506419,0.581951467
106,142,-2.4,0.39024,89.7068,133.0833,1091.6511,-372.6115,-176.3954,-2.4784,-0.1557,0.693957923,2.267196875,0.581494174
106,143,-2.4,0.39024,89.7068,163.0781,1092.6832,-371.2376,-176.3971,-2.4773,-0.1527,0.694945885,2.237196875,0.582866743
106,144,-2.4,0.39024,89.7068,163.1832,1122.8153,-369.4127,-176.4718,-2.4426,-0.1533,0.725072468,2.237093737,0.584780613
106,145,-2.4,0.39024,89.7068,163.2978,1153.8818,-367.6241,-176.9021,-2.3907,-0.1299,0.756215181,2.236948921,0.586605819
106,146,-2.4,0.39024,89.7068,163.372,1184.4163,-366.0349,-177.1143,-2.372,-0.1214,0.786776493,2.236894022,0.588172489
106,147,-2.4,0.39024,89.7068,163.5005,1215.4952,-364.6269,-177.5389,-2.3304,-0.1015,0.817926071,2.236770813,0.58959614
106,148,-2.4,0.39024,89.7068,163.5457,1245.8639,-363.398,-177.6935,-2.3161,-0.0952,0.848329724,2.236731621,0.590839558
106,149,-2.4,0.39024,89.7068,162.6757,1277.1852,-362.3185,-178.1902,-2.6502,-0.0835,0.879703916,2.237659341,0.591912528
106,150,-2.4,0.39024,89.7068,161.4452,1307.7601,-361.551,-178.452,-3.1277,-0.0859,0.910402041,2.238987655,0.592770646
106,151,-2.4,0.39024,89.7068,161.0072,1338.6707,-360.7739,-178.7916,-3.2929,-0.0699,0.941345577,2.239449393,0.593523693
106,152,-2.4,0.39024,89.7068,160.9737,1368.9309,-360.1356,-178.8912,-3.292,-0.0622,0.971615463,2.239443954,0.594199499
106,153,-2.4,0.39024,89.7068,161.0177,1399.6007,-359.5358,-179.1303,-3.2895,-0.0499,1.002283509,2.239434214,0.594775297
106,154,-2.4,0.39024,89.7068,161.0458,1429.8481,-359.0803,-179.2341,-3.2878,-0.0441,1.032562111,2.239428688,0.595256042
106,155,-2.4,0.39024,89.7068,161.0496,1460.3641,-358.6527,-179.4117,-3.2878,-0.0331,1.063062514,2.239422115,0.595660373
106,156,-2.4,0.39024,89.7068,161.0686,1490.7225,-358.3939,-179.559,-3.2853,-0.025,1.093465728,2.239417322,0.595964935
106,157,-2.4,0.39024,89.7068,161.0386,1521.1089,-358.1459,-179.7007,-3.2839,-0.0145,1.123862524,2.239413814,0.596209288
106,158,-2.4,0.39024,89.7068,161.0731,1551.5548,-358.0073,-179.8621,-3.2832,-0.0076,1.154315192,2.239411737,0.59631946
106,159,-2.4,0.39024,89.7068,161.0714,1581.8595,-357.9175,-179.9678,-3.2832,-0.0008,1.184612844,2.239409288,0.5964275
117,1,-2.445,-2.781902,-89.5256,-242.1044,1095.84,-367.9719,-176.6662,1.1891,0.0708,1.706814784,2.158097182,0.586201569
117,2,-2.445,-2.781902,-89.5256,-242.4576,1125.6406,-366.0922,-176.6255,1.0332,0.0617,1.677026141,2.157671127,0.588139651
117,3,-2.445,-2.781902,-89.5256,-240.6805,1156.88,-364.2491,-177.1146,1.7357,0.0895,1.645718826,2.159617893,0.59000184
117,4,-2.445,-2.781902,-89.5256,-239.3479,1186.9602,-362.8422,-177.1579,2.2197,0.1089,1.615628301,2.160972728,0.591416453
117,5,-2.445,-2.781902,-89.5256,-239.0577,1217.9491,-361.4985,-177.5495,2.3352,0.0995,1.584568902,2.161303776,0.592775065
117,6,-2.445,-2.781902,-89.5256,-239.1364,1248.4819,-360.2791,-177.7347,2.3231,0.0925,1.554057917,2.161259016,0.593962988
117,7,-2.445,-2.781902,-89.5256,-239.2099,1279.3352,-359.2737,-178.0962,2.2839,0.0767,1.523083147,2.161155447,0.595033863
117,8,-2.445,-2.781902,-89.5256,-239.2367,1309.865,-358.3533,-178.3058,2.266,0.0673,1.492514037,2.161104348,0.595974664
117,9,-2.445,-2.781902,-89.5256,-239.3097,1340.5698,-357.5125,-178.5571,2.2426,0.0568,1.461819354,2.161039422,0.59678421
117,10,-2.445,-2.781902,-89.5256,-239.3404,1371.0674,-356.8089,-178.749,2.2284,0.0483,1.431289143,2.160997045,0.597500552
117,11,-2.445,-2.781902,-89.5256,-239.3981,1401.6235,-356.2163,-178.9546,2.213,0.0407,1.400718725,2.160952961,0.598100599
117,12,-2.445,-2.781902,-89.5256,-239.4238,1432.069,-355.7192,-179.1263,2.2013,0.034,1.370245809,2.160923186,0.598611821
117,13,-2.445,-2.781902,-89.5256,-239.4472,1462.5259,-355.3511,-179.3126,2.1902,0.0263,1.339733957,2.16089282,0.599034064
117,14,-2.445,-2.781902,-89.5256,-239.4666,1492.9548,-355.0399,-179.4753,2.186,0.0201,1.309285943,2.160875035,0.599356149
117,15,-2.445,-2.781902,-89.5256,-239.4997,1523.4788,-354.7535,-179.6575,2.1798,0.0136,1.278768794,2.160856917,0.599607979
117,16,-2.445,-2.781902,-89.5256,-239.4925,1553.8541,-354.6018,-179.7733,2.1785,0.0088,1.248433934,2.160851732,0.59972228
117,17,-2.445,-2.781902,-89.5256,-239.5192,1584.2902,-354.4741,-179.9336,2.1756,0.004,1.217986944,2.160843232,0.599839788
117,18,-2.445,-2.781902,-89.5256,-209.5154,1585.7798,-355.6556,-179.9771,2.1746,0.0064,1.216432372,2.190840827,0.598706833
117,19,-2.445,-2.781902,-89.5256,-209.5385,1555.4429,-355.8123,-179.8768,2.1781,0.0041,1.246716965,2.190846529,0.598588776
117,20,-2.445,-2.781902,-89.5256,-209.5372,1524.9644,-355.9713,-179.7229,2.1795,0.0104,1.277154798,2.190854139,0.598471197
117,21,-2.445,-2.781902,-89.5256,-209.4966,1494.4784,-356.1718,-179.5398,2.1814,0.0163,1.307662548,2.19086725,0.598231737
117,22,-2.445,-2.781902,-89.5256,-209.4795,1464.1171,-356.4647,-179.3985,2.1872,0.0222,1.338048041,2.190883065,0.597900697
117,23,-2.445,-2.781902,-89.5256,-209.4725,1433.5751,-356.8243,-179.1784,2.1992,0.0311,1.36865068,2.190911582,0.597489912
117,24,-2.445,-2.781902,-89.5256,-209.45,1403.2069,-357.3467,-179.0469,2.2085,0.037,1.399014877,2.190937662,0.59696476
117,25,-2.445,-2.781902,-89.5256,-209.4193,1372.5541,-357.9429,-178.8103,2.225,0.0459,1.429672493,2.190980277,0.596378322
117,26,-2.445,-2.781902,-89.5256,-209.4005,1342.1213,-358.6635,-178.646,2.2399,0.0536,1.460121416,2.191020841,0.595641325
117,27,-2.445,-2.781902,-89.5256,-209.348,1311.4808,-359.3986,-178.3904,2.2591,0.0644,1.490820439,2.191076633,0.594850929
117,28,-2.445,-2.781902,-89.5256,-209.295,1280.8992,-360.3862,-178.1748,2.2825,0.0734,1.521409309,2.191136439,0.593879061
117,29,-2.445,-2.781902,-89.5256,-209.2079,1250.2117,-361.3806,-177.8938,2.3053,0.0851,1.552169014,2.191207088,0.592838139
117,30,-2.445,-2.781902,-89.5256,-209.1418,1219.4976,-362.5963,-177.6091,2.3338,0.0983,1.582933585,2.191287064,0.591603303
117,31,-2.445,-2.781902,-89.5256,-209.0649,1188.6029,-363.9424,-177.263,2.3693,0.1148,1.6138665,2.191385223,0.590234367
117,32,-2.445,-2.781902,-89.5256,-208.9543,1157.765,-365.4549,-176.9272,2.3989,0.1294,1.644767807,2.191473675,0.5887068
117,33,-2.445,-2.781902,-89.5256,-208.7968,1126.7014,-367.2147,-176.4931,2.4525,0.1503,1.675923022,2.19162735,0.586912636
117,34,-2.445,-2.781902,-89.5256,-208.6943,1096.9526,-368.9985,-176.5795,2.4959,0.1486,1.705631608,2.191744034,0.585122953
117,35,-2.445,-2.781902,-89.5256,-208.6754,1094.6161,-369.1499,-176.5884,2.4973,0.1492,1.708031592,2.19175346,0.584978356
117,36,-2.445,-2.781902,-89.5256,-178.6919,1093.6189,-370.5298,-176.588,2.4986,0.1556,1.709019563,2.22175346,0.583605786
117,37,-2.445,-2.781902,-89.5256,-178.8386,1123.5183,-368.7852,-176.5648,2.4356,0.1458,1.67916118,2.221583422,0.585430233
117,38,-2.445,-2.781902,-89.5256,-178.9534,1154.5269,-366.9663,-176.9821,2.3934,0.1255,1.648057384,2.221463463,0.587275983
117,39,-2.445,-2.781902,-89.5256,-179.0502,1185.3933,-365.4268,-177.3308,2.3599,0.1105,1.61712778,2.22136705,0.588839817
117,40,-2.445,-2.781902,-89.5256,-179.1439,1216.4985,-364.0046,-177.7457,2.3214,0.0898,1.585996811,2.221257544,0.590249647
117,41,-2.445,-2.781902,-89.5256,-179.1824,1246.9568,-362.7401,-177.916,2.3012,0.0809,1.555538032,2.221201597,0.591499782
117,42,-2.445,-2.781902,-89.5256,-179.2645,1277.797,-361.7347,-178.28,2.2695,0.0685,1.52456332,2.221113008,0.592589158
117,43,-2.445,-2.781902,-89.5256,-179.306,1308.2047,-360.7142,-178.4017,2.256,0.0635,1.494218253,2.221074469,0.593563445
117,44,-2.445,-2.781902,-89.5256,-179.371,1339.0278,-359.8785,-178.7159,2.2317,0.05,1.4633528,2.221005099,0.594398373
117,45,-2.445,-2.781902,-89.5256,-179.3879,1369.2972,-359.1571,-178.8185,2.2223,0.0462,1.433074647,2.220978711,0.59513402
117,46,-2.445,-2.781902,-89.5256,-179.0928,1399.8849,-358.6259,-179.0725,2.3474,0.0389,1.402387401,2.221318988,0.595740488
117,47,-2.445,-2.781902,-89.5256,-178.3218,1429.9769,-358.0813,-179.0756,2.6342,0.0425,1.372363827,2.222119625,0.596225446
117,48,-2.445,-2.781902,-89.5256,-176.5772,1460.6125,-357.7845,-179.3245,3.2966,0.0372,1.341675417,2.223962383,0.596551509
117,49,-2.445,-2.781902,-89.5256,-176.6455,1490.8746,-357.4377,-179.4047,3.2944,0.0371,1.311443259,2.223960069,0.596854117
117,50,-2.445,-2.781902,-89.5256,-176.6214,1521.5427,-357.2001,-179.6602,3.2898,0.0194,1.280737975,2.223951987,0.597099276
117,51,-2.445,-2.781902,-89.5256,-176.6316,1551.7209,-357.119,-179.7306,3.2899,0.0162,1.250543222,2.223951331,0.597207722
117,52,-2.445,-2.781902,-89.5256,-176.627,1581.8977,-357.063,-179.8026,3.29,0.0114,1.220348468,2.223950676,0.59731593
117,53,-2.445,-2.781902,-89.5256,-146.5812,1587.7866,-358.7506,-179.9806,3.2898,0.005,1.214449677,2.2539468,0.59561299
117,54,-2.445,-2.781902,-89.5256,-146.6108,1557.3654,-358.8894,-179.8592,3.288,0.0091,1.244789082,2.253949636,0.595503648
