group_id,point_id,q1,q2,q3,q4,q5,q6,collision_detected,lift_height
117,140,-1.749965846,-0.383687271,1.371406646,-2.561287441,-1.480895929,-0.179875032,FALSE,150.0
117,141,-1.745134664,-0.358887456,1.293103976,-2.504640348,-1.481008536,-0.175033451,FALSE,150.0
117,142,-1.740558378,-0.331258937,1.212194839,-2.449962903,-1.481111905,-0.17044148,FALSE,150.0
117,143,-1.736191831,-0.300546158,1.124757098,-2.390622786,-1.481273614,-0.166060822,FALSE,150.0
117,144,-1.732052098,-0.266242102,1.032194123,-2.331005453,-1.481408147,-0.161904963,FALSE,150.0
117,145,-1.728070576,-0.227341156,0.929732552,-2.264979255,-1.481652519,-0.157907043,FALSE,150.0
117,146,-1.724307756,-0.182734686,0.81715071,-2.195665523,-1.481815014,-0.154127993,FALSE,150.0
117,147,-1.720719721,-0.129861941,0.687545026,-2.117643775,-1.481974735,-0.150524089,FALSE,150.0
117,148,-1.742851414,-0.11683409,0.66032901,-2.100154629,-1.482436953,-0.172738899,FALSE,150.0
117,149,-1.746941913,-0.171568999,0.793719465,-2.179843631,-1.482279725,-0.176847929,FALSE,150.0
117,150,-1.751308288,-0.217731482,0.910574448,-2.252948346,-1.481917225,-0.181235802,FALSE,150.0
117,151,-1.755816092,-0.257271895,1.01336883,-2.317590606,-1.481742176,-0.185762734,FALSE,150.0
117,152,-1.760590547,-0.292341497,1.10830491,-2.379638776,-1.481471312,-0.190557069,FALSE,150.0
117,153,-1.765569535,-0.323539291,1.195746174,-2.437554849,-1.481304778,-0.195554814,FALSE,150.0
117,154,-1.770824483,-0.351629191,1.278173253,-2.493915107,-1.481113064,-0.200828075,FALSE,150.0
117,155,-1.776355921,-0.376884985,1.35623494,-2.548867817,-1.480946526,-0.206376556,FALSE,150.0
117,156,-1.782196279,-0.399610562,1.430652574,-2.60281203,-1.48078552,-0.212232849,FALSE,150.0
117,157,-1.788368505,-0.419873209,1.502205399,-2.656776194,-1.480637157,-0.218417755,FALSE,150.0
117,158,-1.794906657,-0.437823508,1.57093925,-2.710235525,-1.480493627,-0.224966946,FALSE,150.0
117,159,-1.801837267,-0.45328083,1.637889962,-2.765328657,-1.480366074,-0.231899912,FALSE,150.0
117,160,-1.809216318,-0.466515131,1.702138866,-2.819381625,-1.480222672,-0.239282016,FALSE,150.0
117,161,-1.8170291,-0.476692884,1.765832132,-2.878089443,-1.480162951,-0.247072532,FALSE,150.0
117,162,-1.825199595,-0.485826545,1.824663161,-2.928718363,-1.480437606,-0.255249508,FALSE,150.0
117,163,-1.826462395,-0.487003882,1.833269374,-2.936281636,-1.480475649,-0.256513436,FALSE,150.0
117,164,-1.860180527,-0.483263516,1.828417831,-2.932106882,-1.479879326,-0.290365205,FALSE,150.0
117,165,-1.850866972,-0.474854394,1.768859241,-2.878624164,-1.47958417,-0.281059644,FALSE,150.0
117,166,-1.841860633,-0.464590296,1.706323809,-2.822480175,-1.479850264,-0.272059435,FALSE,150.0
117,167,-1.833400081,-0.451767126,1.641835201,-2.767153533,-1.480129229,-0.263596714,FALSE,150.0
117,168,-1.825452842,-0.436580728,1.575300972,-2.712397275,-1.480389325,-0.25564135,FALSE,150.0
117,169,-1.817990639,-0.418824476,1.507146041,-2.65968883,-1.480592206,-0.248162507,FALSE,150.0
117,170,-1.810889468,-0.398990456,1.435010494,-2.603706408,-1.480929652,-0.241046829,FALSE,150.0
117,171,-1.804273704,-0.376426808,1.362120165,-2.552405757,-1.481041618,-0.234407898,FALSE,150.0
117,172,-1.797961843,-0.351528678,1.283322893,-2.49519885,-1.481272455,-0.228078623,FALSE,150.0
117,173,-1.793076591,-0.323664894,1.203340138,-2.442540259,-1.478866479,-0.223223768,FALSE,150.0
117,174,-1.78966935,-0.292457832,1.114804706,-2.381204345,-1.473437084,-0.21992465,FALSE,150.0
117,175,-1.784255578,-0.258034534,1.022552309,-2.322778053,-1.473483407,-0.214485281,FALSE,150.0
117,176,-1.779068104,-0.219070974,0.920663644,-2.258362302,-1.473620613,-0.209272503,FALSE,150.0
117,177,-1.774099573,-0.173968567,0.80641341,-2.187464021,-1.473824672,-0.204277891,FALSE,150.0
117,178,-1.769408258,-0.120773243,0.67655685,-2.110286446,-1.473896099,-0.199562891,FALSE,150.0
117,179,-1.790234155,-0.096312188,0.623923549,-2.079036991,-1.475429832,-0.220461019,FALSE,150.0
117,180,-1.79551843,-0.153996693,0.764319849,-2.16341324,-1.474964145,-0.225779115,FALSE,150.0
117,181,-1.801061005,-0.201522003,0.883467666,-2.236669692,-1.474482387,-0.231356315,FALSE,150.0
117,182,-1.806881302,-0.242386716,0.989082963,-2.303021385,-1.47398355,-0.237212191,FALSE,150.0
117,183,-1.813000593,-0.278371714,1.085130182,-2.364649059,-1.473466682,-0.243368083,FALSE,150.0
117,184,-1.819217008,-0.310176363,1.17223007,-2.420118696,-1.473476888,-0.249612808,FALSE,150.0
117,185,-1.825657175,-0.338820466,1.25314252,-2.471926048,-1.473733321,-0.256078247,FALSE,150.0
117,186,-1.832613347,-0.36467392,1.332861492,-2.52855045,-1.473601595,-0.263060133,FALSE,150.0
117,187,-1.839903074,-0.387986095,1.407397984,-2.581265695,-1.473591627,-0.270376731,FALSE,150.0
117,188,-1.847615708,-0.408780054,1.479740484,-2.635562704,-1.473566011,-0.278109777,FALSE,150.0
117,189,-1.855763953,-0.427324932,1.548652901,-2.688102422,-1.473580877,-0.286278949,FALSE,150.0
117,190,-1.864289216,-0.443263313,1.616523754,-2.744159763,-1.473826894,-0.294801776,FALSE,150.0
117,191,-1.872150683,-0.457862402,1.679426471,-2.79356526,-1.476444052,-0.302612855,FALSE,150.0
117,192,-1.880356843,-0.468297101,1.745221844,-2.856930782,-1.479331363,-0.310689688,FALSE,150.0
117,193,-1.890847593,-0.477587428,1.805064567,-2.90938836,-1.479037174,-0.321195558,FALSE,150.0
117,194,-1.893507665,-0.479178298,1.821586812,-2.926314671,-1.479391742,-0.32382772,FALSE,150.0
117,195,-1.928881373,-0.476284611,1.80841377,-2.905832606,-1.47446434,-0.359580401,FALSE,150.0
117,196,-1.917725529,-0.46692215,1.749231933,-2.854449063,-1.473625007,-0.348431147,FALSE,150.0
117,197,-1.906828647,-0.456529663,1.685162122,-2.795147067,-1.473664932,-0.337551744,FALSE,150.0
117,198,-1.896664774,-0.441810725,1.621829225,-2.745237613,-1.473529034,-0.327364073,FALSE,150.0
117,199,-1.88670322,-0.424851264,1.556340618,-2.695662648,-1.474218877,-0.317351161,FALSE,150.0
117,200,-1.877325415,-0.405904293,1.488436115,-2.645588972,-1.474882642,-0.30792475,FALSE,150.0
117,201,-1.868481878,-0.384887591,1.417773962,-2.594763401,-1.475521663,-0.299034992,FALSE,150.0
117,202,-1.860128617,-0.361669664,1.343922887,-2.542891814,-1.476137188,-0.290637674,FALSE,150.0
117,203,-1.852226155,-0.336054577,1.266327032,-2.489619308,-1.476730473,-0.28269304,FALSE,150.0
117,204,-1.844739219,-0.307758133,1.184251306,-2.434499401,-1.477302673,-0.275165571,FALSE,150.0
117,205,-1.83763606,-0.276366288,1.096689502,-2.376943915,-1.477854901,-0.268023319,FALSE,150.0
117,206,-1.830888097,-0.241261825,1.002202543,-2.316134612,-1.478388214,-0.261237591,FALSE,150.0
117,207,-1.824469464,-0.20148173,0.89860494,-2.250852184,-1.478903604,-0.254782322,FALSE,150.0
117,208,-1.818356737,-0.155404492,0.782280068,-2.179104397,-1.479402026,-0.248633947,FALSE,150.0
117,209,-1.81252872,-0.099930582,0.646385394,-2.097150931,-1.479884315,-0.24277122,FALSE,150.0
