group_id,point_id,q1,q2,q3,q4,q5,q6,collision_detected,lift_height
117,8,-1.507054719,-0.414414205,1.43776863,-2.626811386,-1.533189393,0.063754078,FALSE,150.0
117,9,-1.508748139,-0.392469,1.363579689,-2.570073869,-1.533265922,0.062067736,FALSE,150.0
117,10,-1.510379376,-0.367864598,1.28658485,-2.514243536,-1.533281272,0.060440785,FALSE,150.0
117,11,-1.511923417,-0.340419931,1.204866024,-2.456295628,-1.533306272,0.058900373,FALSE,150.0
117,12,-1.513407461,-0.309829902,1.118435528,-2.39740907,-1.533289837,0.057418544,FALSE,150.0
117,13,-1.514819124,-0.275500373,1.025016895,-2.335040693,-1.53327392,0.056008686,FALSE,150.0
117,14,-1.516181718,-0.236645032,0.923419303,-2.269432681,-1.533211432,0.05464708,FALSE,150.0
117,15,-1.517485722,-0.191664435,0.80923974,-2.196941148,-1.533136408,0.0533438,FALSE,150.0
117,16,-1.518735175,-0.138392081,0.679134523,-2.117966635,-1.533049066,0.052094248,FALSE,150.0
117,17,-1.519932477,-0.07024415,0.516796857,-2.020935505,-1.532952285,0.050896697,FALSE,150.0
117,18,-1.542362349,-0.076891171,0.53368616,-2.029576152,-1.532875115,0.028450864,FALSE,150.0
117,19,-1.541704314,-0.142945911,0.690748974,-2.122390921,-1.532892603,0.029109268,FALSE,150.0
117,20,-1.541008316,-0.195770955,0.820568825,-2.202152162,-1.532929276,0.029805409,FALSE,150.0
117,21,-1.540285497,-0.240265051,0.933777395,-2.274077837,-1.532949154,0.030527933,FALSE,150.0
117,22,-1.539541419,-0.278715527,1.034328733,-2.338631092,-1.532933253,0.031271914,FALSE,150.0
117,23,-1.538772908,-0.312874009,1.128091226,-2.402055512,-1.532885646,0.032039387,FALSE,150.0
117,24,-1.537975884,-0.343207597,1.213544813,-2.459516109,-1.532811075,0.032835847,FALSE,150.0
117,25,-1.537152881,-0.370499545,1.295711611,-2.518578261,-1.53269937,0.033656712,FALSE,150.0
