target_line,group_id,point_id,x,y,z,rx,ry,rz,speed,is_discontinuous,coordinate_frame,base_normal_error_mm,base_x_actual_mm,standoff_mm,base_height_mm,lift_mm
1,132,1,0.0037166420848413484,-0.28586494163348175,0.34507624629652933,-1.5706645034461153,-0.029217719133221021,3.1370802817754595,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,2,-0.026264254860165259,-0.28588179044089146,0.34534324358931917,-1.5706227534619275,-0.027531909964522372,3.135287498418319,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,3,-0.056245152036004331,-0.28589864072474447,0.34561018039082003,-1.570587054111571,-0.025845981016354047,3.1334950150072745,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,4,-0.086221928057550912,-0.2858952832662297,0.34587593384061138,-1.5705265808073925,-0.026181298298876055,3.1312888381416135,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,5,-0.11619555985256191,-0.28587650956666083,0.34614074012542662,-1.5704364694616468,-0.028058441536076062,3.1287663947266524,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,6,-0.14616919235418924,-0.28585773925836117,0.34640544769226134,-1.5703368763394554,-0.029935044507568787,3.126243318604419,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,7,-0.17614282593570674,-0.28583897261945618,0.34667005655443955,-1.5702278008962467,-0.031811050046145706,3.1237195778212281,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,8,-0.20610869607463278,-0.28582718903333826,0.34720498960906415,-1.5701150930861552,-0.032988075179663845,3.1209409328363646,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,9,-0.23606432527268328,-0.28582461519265318,0.3480965397908472,-1.5700062649656452,-0.033243247704538348,3.1178266618845596,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,10,-0.26601995660713085,-0.28582204479600221,0.34898799263044722,-1.5698958468953688,-0.033497717640727176,3.1147122659243136,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,11,-0.29597559053241707,-0.28581947788097661,0.34987934813984956,-1.5697838437915337,-0.033751473853721237,3.1115977593756794,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,12,-0.28990112102086618,-0.25581734910183446,0.34847660235934619,-1.5696896404928224,-0.033961631369928025,3.1090115383086872,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,13,-0.25996780730524649,-0.25582175607549118,0.34758602231363012,-1.569883335641415,-0.033526278109642149,3.1143621704503053,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,14,-0.23003450138678083,-0.25582617333700314,0.34669515501951798,-1.570072354513365,-0.03308881474466463,3.1197124810010122,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,15,-0.20008964448747202,-0.25584504286615439,0.34612988346388784,-1.5702641223999252,-0.031204265357929861,3.1245360365883417,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,16,-0.17013409768143428,-0.25587728724816411,0.34586587539761543,-1.5704403908091447,-0.027980686569667901,3.1288709055241481,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,17,-0.14017471516942681,-0.25590499114367021,0.3456013164709939,-1.5705751702055535,-0.025210609335968748,3.1328195872930591,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,18,-0.11018485884912654,-0.25589656557559182,0.34533455905700794,-1.5705911237699837,-0.026053604941222552,3.1337157397970428,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,19,-0.080195002622185152,-0.25588814034309582,0.34506778651962222,-1.5706085897033466,-0.026896576473659728,3.1346119628823024,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,20,-0.050205146468274009,-0.25587971546530192,0.3448009988591304,-1.5706275681711688,-0.027739520585190691,3.1355082590607672,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,21,-0.020215290367064043,-0.25587129096132766,0.34453419607589486,-1.5706480593381436,-0.028582433927187401,3.1364046308444431,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,22,0.0016277815420058239,-0.225864835273586,0.34358489299158562,-1.5706647862316663,-0.029228361047955564,3.1370916004408302,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,23,-0.028365060918668306,-0.22587045136585682,0.34385164290209286,-1.5706501844618677,-0.028666439920233655,3.1364939707540431,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,24,-0.058357903392829646,-0.22587606763361251,0.34411838609159145,-1.5706362550828845,-0.028104503480290033,3.1358963758973135,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,25,-0.088350745886501381,-0.22588168407118925,0.34438512255994841,-1.5706229980462325,-0.027542552720513314,3.1352988151263252,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,26,-0.11834358840570691,-0.22588730067292273,0.34465185230704409,-1.570610413303261,-0.02698058863318642,3.1347012876967693,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,27,-0.14833643095647009,-0.2258929174331484,0.34491857533277259,-1.5705985008051555,-0.02641861221048547,3.1341037928643494,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,28,-0.17832927354481409,-0.22589853434620136,0.34518529163704142,-1.5705872605029376,-0.025856624444477783,3.1335063298847818,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,29,-0.20832211617676233,-0.22590415140641637,0.34545200121977176,-1.5705766923474633,-0.025294626327127423,3.1329088980138011,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,30,-0.23821410970641521,-0.22582824224854425,0.34571652454204377,-1.5701591249846762,-0.032883556340625342,3.1222140631897934,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,31,-0.26804145242659172,-0.22581773133190491,0.34666097026831716,-1.5696039162906943,-0.033920462064451762,3.1064472398275984,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,32,-0.2979957493874692,-0.22582894303733841,0.34784983485234833,-1.5695707358344835,-0.032796726964949396,3.1042340175382401,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,33,-0.082669753206928043,-0.19637383947681708,0.34467340944296704,-1.5710898999480052,0.021675635016829897,3.1280484968478564,10,1.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,34,-0.052683177181431562,-0.19637316643704694,0.34444866742547547,-1.5710617894331877,0.021608672646279414,3.1293073109227532,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,35,-0.022696601334543098,-0.19637249304291898,0.34422390953681703,-1.5710338477344004,0.021541638618793435,3.1305661160077762,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,36,0.0041298162621747903,-0.16637064645055319,0.34468814794549557,-1.5709584503184679,0.021357630887705703,3.1340013276907737,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,37,-0.025850826158285711,-0.16637164460767059,0.3449156724395625,-1.5709989041527765,0.021457128604741804,3.1321511812429708,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,38,-0.055835110974957525,-0.16637244110461027,0.3451404229014689,-1.5710317002400593,0.02153646684038546,3.1306631787360857,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,39,-0.085819395996108438,-0.16637323710881211,0.34536515118569244,-1.571064732521573,0.021615705668407204,3.1291751621958515,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,40,-0.085057359787039877,-0.13637223884429242,0.34602758615772233,-1.5710233477805298,0.021516324646607909,3.1310411265499791,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,41,-0.05507638590192121,-0.13637126480956724,0.34580286331917803,-1.5709833561289253,0.021419279752564302,3.1328603859323714,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,42,-0.02510910124428789,-0.13636952819908324,0.34555621846028822,-1.5709144731903144,0.02124606714642141,3.1360314329645584,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,43,0.0048504149789048157,-0.13636735645742509,0.34529702024246706,-1.5708304579670562,0.021029145205532673,3.1399694940365963,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,44,-0.023601393055926012,-0.10636731577044822,0.34615829887321359,-1.5708289014829058,0.021025078071598369,3.1400432152511986,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,45,-0.053570907150036762,-0.10636893625268785,0.34641756155012515,-1.5708913912676805,0.021186974386028457,3.1371054179030202,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,46,-0.083540421861431735,-0.10637055489379996,0.34667673775749658,-1.5709548313567119,0.021348500032649875,3.1341676030983576,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,47,-0.087476203405360886,-0.076368818751656367,0.34732599154852423,-1.5708868257599256,0.021175241529477251,3.1373185499137333,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,48,-0.057500741501794739,-0.076367526540725941,0.34706670597535338,-1.5708369714908956,0.021046145753115253,3.1396612953904617,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,49,-0.027525279780008294,-0.076366233170587106,0.34680736541217505,-1.5707877228848184,0.020916817737073323,-3.1411812842734617,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,50,0.002450181953196795,-0.076364938651904232,0.34654796985831404,-1.5707390811484196,0.020787260677117336,-3.1388385810051678,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,51,-0.021322963853087407,-0.046365151390622514,0.34736883744210728,-1.5707470301836772,0.020808559578528119,-3.1392234325704638,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,52,-0.051302369782878499,-0.046366227792131932,0.34762822764097512,-1.5707875194426548,0.020916279689172645,-3.1411715464869094,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,53,-0.081281775704218129,-0.046367303399451484,0.34788757981367197,-1.5708284283568834,0.021023841424610668,3.1400656299910366,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,54,-0.089827900744882117,-0.016366676890123697,0.3485766741264662,-1.5708045454557131,0.020961199578102274,3.1412005356560018,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,55,-0.059845687768845135,-0.016365755987924082,0.34831730053653365,-1.5707697169795969,0.020869073860896759,-3.1403174780517258,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,56,-0.029863474750942531,-0.016364834505973449,0.34805789909344703,-1.5707351961100016,0.020776832729158423,-3.1386501980351631,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,57,0.00011873837846843038,-0.016363912448124452,0.34779846979736356,-1.5707009832731065,0.020684477338171581,-3.1369829337392345,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,58,-0.019095382845701003,0.013089013747292509,0.34983850364542324,-1.5706305231584596,0.075462020799339058,-3.1393933905013891,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,59,-0.04908212995766692,0.013089173243502323,0.35004056941100065,-1.5707258655236349,0.075446174630818819,-3.1406578395806393,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,60,-0.079068877048730668,0.013089333931466463,0.35024261941193308,-1.5708211672129908,0.075430088760638947,3.1412630240082748,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,61,-0.10905562414870751,0.013089495810804248,0.35044465364817806,-1.5709164275420482,0.075413763305340886,3.1399985869840963,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,62,-0.091936262196034457,0.043089568615548503,0.35260168138388437,-1.5709590301014584,0.075406382334747279,3.139432924613077,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,63,-0.06195158911560994,0.043089379525555811,0.35239965382012511,-1.5708480729880092,0.075425502716523374,3.1409059457813289,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,64,-0.031966916058708605,0.043089192052279207,0.35219760486144558,-1.5707370594805323,0.075444297992506515,-3.1408063309052561,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,65,-0.0019822429781917172,0.04308900619632243,0.35199553450788945,-1.5706259906610742,0.075462767977716894,-3.1393332927916737,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,66,-0.017012896011525447,0.073089234463666802,0.35436921014989314,-1.5707622625557711,0.075440060315026924,-3.141140684579927,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,67,-0.046994675571294664,0.073089459603797868,0.35457125370491849,-1.570895185336342,0.075417425109210345,3.1402805925976489,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,68,-0.076976455193499049,0.07308968706214615,0.3547732665767715,-1.5710280265818111,0.075394323772341121,3.1385165770060515,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,69,-0.10695823495909562,0.073089916837647567,0.35497524876573777,-1.5711607844358211,0.075370756633175162,3.1367525787510884,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,70,-0.093943187850476617,0.10309022386128182,0.35715903912330088,-1.5713076498993246,0.07533911453003439,3.1347993788110289,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,71,-0.06396580127547713,0.10308988371276706,0.35695799068039719,-1.5711417332735047,0.075374168132594344,3.1370057858233986,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,72,-0.033988339714673188,0.10308959813875683,0.35675601106683841,-1.5709762639260791,0.075403382511890715,3.1392040682465252,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,73,-0.0040108783275571991,0.10308931616390561,0.35655398380289921,-1.5708106661960386,0.075431873305533026,3.1414023758222127,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,74,-0.014921640617618914,0.13308975236868414,0.35889994752673177,-1.5710659039031323,0.075387648793291628,3.1380134004356948,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,75,-0.044891963744295271,0.13309013457337648,0.35910186479786427,-1.5712852914161419,0.075348217060827949,3.1350972012262468,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,76,-0.074873273631557158,0.13309079567100696,0.35929423021355156,-1.571421560121308,0.075280911433986075,3.1332796572941981,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,77,-0.10485494462680056,0.13309146813729453,0.35948625242024579,-1.5715548607942951,0.075212247708663416,3.1314982340241171,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,78,-0.095952236632699917,0.16309189911057204,0.36168651888897757,-1.5716399179796436,0.075168121312603198,3.1303598224847686,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,79,-0.065967349539312714,0.16309134732812755,0.36149449508884685,-1.571530965629742,0.07522460020922983,3.131817807888241,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,80,-0.03598246261917204,0.16309079711898203,0.361302450298504,-1.5714218479144679,0.075280763833902808,3.1332758147456334,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,81,-0.0059975758265005119,0.1630902484848602,0.36111038451783489,-1.5713125658686038,0.075336611647900176,3.1347338414246804,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,82,-0.012817025453337294,0.19309104212658251,0.36341138926732347,-1.5714704968511464,0.075255773355314748,3.1326260478819519,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,83,-0.042804140078855912,0.1930915082848495,0.36360344122544186,-1.5715627966182235,0.075208141059134537,3.1313920770331536,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,84,-0.072791254838046049,0.19309197556970942,0.36379547814830032,-1.5716549777178226,0.075160283046644905,3.1301581218931407,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,132,85,-0.10277836975865862,0.19309244398010939,0.363987500036066,-1.5717470395242152,0.075112199647381805,3.1289241834510033,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,1,-0.32593122750290759,-0.28581691448506602,0.35077060633388452,-1.569670260662674,-0.034004505250119221,3.1084831566719,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,2,-0.35581402392380101,-0.28585759586381893,0.35180365720425455,-1.569508555516604,-0.029925227784176833,3.0985797871468588,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,3,-0.38574975243962029,-0.28585113563695719,0.35322772103526356,-1.5693878319189931,-0.030566810037315317,3.0955388101969907,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,4,-0.40974315958243057,-0.28584233696264577,0.354378094551419,-1.5692879286563759,-0.031443377739583944,3.0936495920119178,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,5,-0.49928688174689828,-0.25601944113518299,0.35883030775822383,-1.5698728316489012,-0.013733330697508261,3.0744468083346597,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,6,-0.46939620465981258,-0.25596001742555924,0.35692508700422715,-1.5695697256723262,-0.019669351842287019,3.079308233052136,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,7,-0.43950554165696687,-0.25590058741034716,0.35501927570806324,-1.5693242207605973,-0.025609829205958778,3.0841674628029878,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,8,-0.40960594651185045,-0.25587413449145413,0.35342661165116124,-1.5693339829026893,-0.028260551140039558,3.0898867968587265,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,9,-0.3797018439778479,-0.25586437671596901,0.35199228991851172,-1.5694635167488071,-0.029244185196495742,3.0960424431912861,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,10,-0.34977400656627,-0.2558473736377998,0.3507342320702927,-1.5695270104028571,-0.030949602597078352,3.100596700872682,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,11,-0.31983678113467562,-0.25582750478744076,0.34954583427871938,-1.5695747138066087,-0.032940877538857549,3.1045179071309663,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,12,-0.32795004809382666,-0.22584015582011979,0.34903863794198137,-1.5695425320725003,-0.031672950368562658,3.1020210192538178,10,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,13,-0.35790434874983967,-0.22585136957675028,0.35022737954152205,-1.5695193040290611,-0.030549157731053711,3.0998082377865277,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
1,133,14,-0.38784917446031342,-0.22586327057412398,0.35143716864179814,-1.5694789720359243,-0.029355658886422997,3.0967406157275703,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,10,652,0
