target_line,group_id,point_id,q1,q2,q3,q4,q5,q6,is_discontinuous,is_task_waypoint,source_point_id,waypoint_kind,speed,base_normal_error_mm,base_x_actual_mm,standoff_mm,base_height_mm,lift_mm
1,132,18,-1.887853824,-0.02694528824,0.3286820761,-1.876618619,-1.599615974,-0.3171931871,0,0,,transition,30,0,-1610,10,652,0
1,132,19,-1.890230078,-0.06343151294,0.4105378256,-1.92131286,-1.599260396,-0.3195660621,0,0,,transition,30,0,-1610,10,652,0
1,132,20,-1.892606333,-0.09991773764,0.4923935751,-1.9660071,-1.598904817,-0.3219389371,0,1,2,task,30,0,-1610,10,652,0
1,132,21,-1.896322899,-0.1349235455,0.5722386753,-2.009830216,-1.598386494,-0.3256499646,0,0,,transition,30,0,-1610,10,652,0
1,132,22,-1.900039466,-0.1699293533,0.6520837755,-2.053653332,-1.597868171,-0.3293609921,0,1,3,task,30,0,-1610,10,652,0
1,132,23,-1.903648437,-0.1977108856,0.7163364063,-2.089236796,-1.598387851,-0.3329727877,0,0,,transition,30,0,-1610,10,652,0
1,132,24,-1.907257408,-0.2254924179,0.7805890371,-2.124820259,-1.59890753,-0.3365845833,0,1,4,task,30,0,-1610,10,652,0
1,132,25,-1.910817028,-0.2491474609,0.8360567645,-2.155862824,-1.600219711,-0.3401541909,0,0,,transition,30,0,-1610,10,652,0
1,132,26,-1.914376648,-0.2728025039,0.891524492,-2.186905389,-1.601531893,-0.3437237984,0,1,5,task,30,0,-1610,10,652,0
1,132,27,-1.921820331,-0.3145072774,0.9907882949,-2.242972096,-1.604180684,-0.3511889016,0,1,6,task,30,0,-1610,10,652,0
1,132,28,-1.929610785,-0.3520662641,1.081607005,-2.294791061,-1.606855029,-0.3590024192,0,1,7,task,30,0,-1610,10,652,0
1,132,29,-1.937932429,-0.3866371259,1.165701412,-2.34244706,-1.60899686,-0.3673388011,0,1,8,task,30,0,-1610,10,652,0
1,132,30,-1.946871608,-0.4189490183,1.244353202,-2.386328391,-1.610444194,-0.3762782914,0,1,9,task,30,0,-1610,10,652,0
1,132,31,-1.95625013,-0.4490715848,1.318844115,-2.428281451,-1.611943509,-0.3856549348,0,1,10,task,30,0,-1610,10,652,0
1,132,32,-1.966100388,-0.4772924405,1.389848878,-2.468697408,-1.613498072,-0.3955010929,0,1,11,task,30,0,-1610,10,652,0
1,132,33,-1.938223095,-0.4771284475,1.390452412,-2.465943628,-1.614199915,-0.3675893459,0,1,12,task,10,0,-1610,10,652,0
1,132,34,-1.929335858,-0.4486030807,1.320652637,-2.429137448,-1.611747649,-0.3587190235,0,1,13,task,30,0,-1610,10,652,0
1,132,35,-1.920865789,-0.4182832845,1.247506764,-2.390836563,-1.60938121,-0.3502579634,0,1,14,task,30,0,-1610,10,652,0
1,132,36,-1.913125206,-0.3862156924,1.16979531,-2.34880031,-1.60591277,-0.3425007757,0,1,15,task,30,0,-1610,10,652,0
1,132,37,-1.906046341,-0.3519053332,1.086608473,-2.3027035,-1.601401203,-0.3353889002,0,1,16,task,30,0,-1610,10,652,0
1,132,38,-1.899132372,-0.3144691607,0.9969380724,-2.253099,-1.59748528,-0.3284481118,0,1,17,task,30,0,-1610,10,652,0
1,132,39,-1.895234503,-0.2936731484,0.9468452207,-2.224256166,-1.597742988,-0.3245524084,0,0,,transition,30,0,-1610,10,652,0
1,132,40,-1.891336634,-0.2728771362,0.896752369,-2.195413332,-1.598000696,-0.3206567051,0,1,18,task,30,0,-1610,10,652,0
1,132,41,-1.887611824,-0.2492311036,0.8407467556,-2.163508514,-1.59826598,-0.3169339338,0,0,,transition,30,0,-1610,10,652,0
1,132,42,-1.883887015,-0.225585071,0.7847411423,-2.131603697,-1.598531264,-0.3132111625,0,1,19,task,30,0,-1610,10,652,0
1,132,43,-1.880324159,-0.1977131285,0.7197963033,-2.094986195,-1.598803636,-0.3096502266,0,0,,transition,30,0,-1610,10,652,0
1,132,44,-1.876761303,-0.1698411859,0.6548514643,-2.058368694,-1.599076008,-0.3060892907,0,1,20,task,30,0,-1610,10,652,0
1,132,45,-1.873350212,-0.1345637691,0.5739937961,-2.013244361,-1.599355021,-0.302680009,0,0,,transition,30,0,-1610,10,652,0
1,132,46,-1.869939122,-0.09928635227,0.4931361279,-1.968120028,-1.599634034,-0.2992707273,0,1,21,task,30,0,-1610,10,652,0
1,132,47,-1.85703521,-0.07266472529,0.4336492054,-1.935299802,-1.59989223,-0.2863637446,0,0,,transition,10,0,-1610,10,652,0
1,132,48,-1.844131298,-0.04604309832,0.374162283,-1.902479575,-1.600150427,-0.2734567619,0,1,22,task,10,0,-1610,10,652,0
1,132,49,-1.847203741,-0.08939359684,0.4726897439,-1.95738204,-1.599951603,-0.2765285263,0,0,,transition,30,0,-1610,10,652,0
1,132,50,-1.850276184,-0.1327440954,0.5712172049,-2.012284504,-1.59975278,-0.2796002908,0,1,23,task,30,0,-1610,10,652,0
1,132,51,-1.853485117,-0.164228146,0.6440666498,-2.053376944,-1.599557549,-0.282808513,0,0,,transition,30,0,-1610,10,652,0
1,132,52,-1.856694051,-0.1957121966,0.7169160947,-2.094469383,-1.599362318,-0.2860167353,0,1,24,task,30,0,-1610,10,652,0
1,132,53,-1.860048667,-0.2215399726,0.7777004801,-2.129154722,-1.599170908,-0.2893706067,0,0,,transition,30,0,-1610,10,652,0
1,132,54,-1.863403284,-0.2473677486,0.8384848654,-2.163840061,-1.598979499,-0.2927244782,0,1,25,task,30,0,-1610,10,652,0
1,132,55,-1.866913611,-0.2696721397,0.8918877584,-2.194669133,-1.59879216,-0.2962340241,0,0,,transition,30,0,-1610,10,652,0
1,132,56,-1.870423937,-0.2919765308,0.9452906514,-2.225498205,-1.598604821,-0.29974357,0,1,26,task,30,0,-1610,10,652,0
1,132,57,-1.877777923,-0.3316059831,1.04189353,-2.281936804,-1.598238822,-0.3070959192,0,1,27,task,30,0,-1610,10,652,0
1,132,58,-1.885489229,-0.3674373814,1.130920317,-2.334601788,-1.597882089,-0.3148055098,0,1,28,task,30,0,-1610,10,652,0
1,132,59,-1.893584165,-0.4002146399,1.214047341,-2.384426014,-1.597535258,-0.3228986488,0,1,29,task,30,0,-1610,10,652,0
1,132,60,-1.898775678,-0.4312270247,1.286108381,-2.417944262,-1.608167588,-0.3281571301,0,1,30,task,30,0,-1610,10,652,0
1,132,61,-1.905577311,-0.4615734079,1.350286974,-2.437491562,-1.614389161,-0.334900979,0,1,31,task,30,0,-1610,10,652,0
1,132,62,-1.914778723,-0.4895761178,1.421281617,-2.478422513,-1.614280123,-0.3440754004,0,1,32,task,30,0,-1610,10,652,0
1,132,63,-1.90577266,-0.4543003158,1.335089608,-2.428229522,-1.605628542,-0.3350588062,0,0,,transition,10,0,-1610,10,652,0
1,132,64,-1.896766597,-0.4190245137,1.2488976,-2.378036532,-1.596976962,-0.326042212,0,0,,transition,10,0,-1610,10,652,0
1,132,65,-1.887760534,-0.3837487117,1.162705591,-2.327843541,-1.588325381,-0.3170256179,0,0,,transition,10,0,-1610,10,652,0
1,132,66,-1.878754471,-0.3484729096,1.076513583,-2.277650551,-1.5796738,-0.3080090237,0,0,,transition,10,0,-1610,10,652,0
1,132,67,-1.869748407,-0.3131971076,0.9903215743,-2.22745756,-1.571022219,-0.2989924295,0,0,,transition,10,0,-1610,10,652,0
1,132,68,-1.860742344,-0.2779213055,0.9041295658,-2.177264569,-1.562370638,-0.2899758354,0,0,,transition,10,0,-1610,10,652,0
1,132,69,-1.851736281,-0.2426455035,0.8179375572,-2.127071579,-1.553719058,-0.2809592412,0,1,33,task,10,0,-1610,10,652,0
1,132,70,-1.848608786,-0.2159890707,0.7557078325,-2.092166603,-1.553521489,-0.2778348118,0,0,,transition,30,0,-1610,10,652,0
1,132,71,-1.845481291,-0.189332638,0.6934781077,-2.057261627,-1.553323919,-0.2747103823,0,1,34,task,30,0,-1610,10,652,0
1,132,72,-1.842488476,-0.1564658224,0.6179518571,-2.015270188,-1.553136596,-0.2717202461,0,0,,transition,30,0,-1610,10,652,0
1,132,73,-1.839495662,-0.1235990069,0.5424256066,-1.97327875,-1.552949273,-0.2687301099,0,1,35,task,30,0,-1610,10,652,0
1,132,74,-1.826363805,-0.09175879439,0.4705809575,-1.935200458,-1.552415156,-0.2556032436,0,0,,transition,10,0,-1610,10,652,0
1,132,75,-1.813231948,-0.05991858192,0.3987363084,-1.897122167,-1.551881038,-0.2424763774,0,1,36,task,10,0,-1610,10,652,0
1,132,76,-1.815881551,-0.1013823456,0.4926753791,-1.948638648,-1.552092644,-0.245123414,0,0,,transition,30,0,-1610,10,652,0
1,132,77,-1.818531154,-0.1428461092,0.5866144498,-2.00015513,-1.55230425,-0.2477704506,0,1,37,task,30,0,-1610,10,652,0
1,132,78,-1.821307181,-0.1737171057,0.6577802625,-2.039668712,-1.55249221,-0.2505440033,0,0,,transition,30,0,-1610,10,652,0
1,132,79,-1.824083207,-0.2045881023,0.7289460751,-2.079182294,-1.55268017,-0.2533175561,0,1,38,task,30,0,-1610,10,652,0
1,132,80,-1.826985153,-0.230135492,0.7887578856,-2.112665147,-1.552878742,-0.2562165847,0,0,,transition,30,0,-1610,10,652,0
1,132,81,-1.829887099,-0.2556828818,0.8485696961,-2.146147999,-1.553077315,-0.2591156134,0,1,39,task,30,0,-1610,10,652,0
1,132,82,-1.807029979,-0.2612542161,0.8620391097,-2.156292466,-1.552341637,-0.2362649004,0,1,40,task,10,0,-1610,10,652,0
1,132,83,-1.804378693,-0.2361543985,0.8032796869,-2.123578252,-1.552140515,-0.2336162334,0,0,,transition,30,0,-1610,10,652,0
1,132,84,-1.801727408,-0.211054581,0.7445202642,-2.090864038,-1.551939394,-0.2309675665,0,1,41,task,30,0,-1610,10,652,0
1,132,85,-1.799220922,-0.181221766,0.6762143927,-2.054002572,-1.551635514,-0.2284646463,0,0,,transition,30,0,-1610,10,652,0
1,132,86,-1.796714435,-0.151388951,0.6079085213,-2.017141105,-1.551331634,-0.2259617262,0,1,42,task,30,0,-1610,10,652,0
1,132,87,-1.794328754,-0.112602029,0.5205431963,-1.970553594,-1.550981637,-0.2235787488,0,0,,transition,30,0,-1610,10,652,0
1,132,88,-1.791943072,-0.07381510694,0.4331778712,-1.923966083,-1.55063164,-0.2211957713,0,1,43,task,30,0,-1610,10,652,0
1,132,89,-1.783272938,-0.1151295959,0.5272670977,-1.976952598,-1.550573967,-0.2125240573,0,0,,transition,10,0,-1610,10,652,0
1,132,90,-1.774602805,-0.1564440848,0.6213563243,-2.029939112,-1.550516295,-0.2038523434,0,1,44,task,10,0,-1610,10,652,0
1,132,91,-1.776879839,-0.1858183392,0.6887880704,-2.06649693,-1.55075403,-0.2061279254,0,0,,transition,30,0,-1610,10,652,0
1,132,92,-1.779156874,-0.2151925937,0.7562198165,-2.103054747,-1.550991766,-0.2084035074,0,1,45,task,30,0,-1610,10,652,0
1,132,93,-1.781536597,-0.2399184535,0.8137514062,-2.134360998,-1.551244235,-0.2107807388,0,0,,transition,30,0,-1610,10,652,0
1,132,94,-1.78391632,-0.2646443134,0.8712829959,-2.165667248,-1.551496705,-0.2131579701,0,1,46,task,30,0,-1610,10,652,0
1,132,95,-1.761468673,-0.2751446822,0.897721672,-2.185167586,-1.550810863,-0.190712754,0,1,47,task,10,0,-1610,10,652,0
1,132,96,-1.759311657,-0.2511818686,0.8415351564,-2.154149805,-1.550639775,-0.1885566427,0,0,,transition,30,0,-1610,10,652,0
1,132,97,-1.757154642,-0.2272190549,0.7853486407,-2.123132025,-1.550468687,-0.1864005314,0,1,48,task,30,0,-1610,10,652,0
1,132,98,-1.755092208,-0.1990419501,0.7202297728,-2.087395628,-1.550308195,-0.1843384261,0,0,,transition,30,0,-1610,10,652,0
1,132,99,-1.753029774,-0.1708648453,0.6551109049,-2.051659231,-1.550147703,-0.1822763207,0,1,49,task,30,0,-1610,10,652,0
1,132,100,-1.751055836,-0.1352834598,0.5740638497,-2.007398345,-1.549997126,-0.1803021727,0,0,,transition,30,0,-1610,10,652,0
1,132,101,-1.749081897,-0.09970207424,0.4930167945,-1.963137458,-1.549846549,-0.1783280248,0,1,50,task,30,0,-1610,10,652,0
1,132,102,-1.739524773,-0.1309105677,0.5640897792,-2.003010601,-1.549859113,-0.1687688171,0,0,,transition,10,0,-1610,10,652,0
1,132,103,-1.729967649,-0.1621190612,0.635162764,-2.042883744,-1.549871676,-0.1592096094,0,1,51,task,10,0,-1610,10,652,0
1,132,104,-1.731773762,-0.1911308932,0.70222747,-2.079929137,-1.549978185,-0.1610159866,0,0,,transition,30,0,-1610,10,652,0
1,132,105,-1.733579876,-0.2201427252,0.7692921759,-2.116974529,-1.550084693,-0.1628223638,0,1,52,task,30,0,-1610,10,652,0
1,132,106,-1.735469219,-0.2446177802,0.8267267386,-2.148925636,-1.550198797,-0.1647116414,0,0,,transition,30,0,-1610,10,652,0
1,132,107,-1.737358562,-0.2690928352,0.8841613013,-2.180876743,-1.5503129,-0.166600919,0,1,53,task,30,0,-1610,10,652,0
1,132,108,-1.714958088,-0.2839450104,0.9195992232,-2.203054396,-1.550105241,-0.1441964299,0,1,54,task,10,0,-1610,10,652,0
1,132,109,-1.713303277,-0.2605518025,0.864314015,-2.172028316,-1.550028264,-0.1425414292,0,0,,transition,30,0,-1610,10,652,0
1,132,110,-1.711648467,-0.2371585945,0.8090288068,-2.141002237,-1.549951286,-0.1408864285,0,1,55,task,30,0,-1610,10,652,0
1,132,111,-1.710067499,-0.209837986,0.7454588826,-2.105617779,-1.549879952,-0.139305071,0,0,,transition,30,0,-1610,10,652,0
1,132,112,-1.70848653,-0.1825173775,0.6818889584,-2.07023332,-1.549808618,-0.1377237134,0,1,56,task,30,0,-1610,10,652,0
1,132,113,-1.706974559,-0.1485561417,0.6040810422,-2.027250478,-1.549742555,-0.1362111687,0,0,,transition,30,0,-1610,10,652,0
1,132,114,-1.705462588,-0.114594906,0.5262731261,-1.984267636,-1.549676492,-0.134698624,0,1,57,task,30,0,-1610,10,652,0
1,132,115,-1.702162874,-0.1382748017,0.578242101,-2.007921383,-1.522673009,-0.1315664035,0,0,,transition,10,0,-1610,10,652,0
1,132,116,-1.69886316,-0.1619546973,0.630211076,-2.031575129,-1.495669525,-0.128434183,0,1,58,task,10,0,-1610,10,652,0
1,132,117,-1.700315673,-0.1912648038,0.6981702544,-2.069490974,-1.495770808,-0.1298899973,0,0,,transition,30,0,-1610,10,652,0
1,132,118,-1.701768185,-0.2205749103,0.7661294327,-2.107406819,-1.495872091,-0.1313458116,0,1,59,task,30,0,-1610,10,652,0
1,132,119,-1.703288348,-0.2452135091,0.8241779908,-2.140079072,-1.495978078,-0.1328692814,0,0,,transition,30,0,-1610,10,652,0
1,132,120,-1.704808511,-0.2698521079,0.8822265489,-2.172751326,-1.496084065,-0.1343927513,0,1,60,task,30,0,-1610,10,652,0
1,132,121,-1.706401177,-0.2914219213,0.9338884435,-2.202100924,-1.496195111,-0.1359887264,0,0,,transition,30,0,-1610,10,652,0
1,132,122,-1.707993844,-0.3129917347,0.9855503381,-2.231450522,-1.496306157,-0.1375847015,0,1,61,task,30,0,-1610,10,652,0
1,132,123,-1.682400043,-0.2909746508,0.9272689183,-2.196540028,-1.49609594,-0.1119202885,0,1,62,task,10,0,-1610,10,652,0
1,132,124,-1.681124591,-0.2677596266,0.8723363003,-2.165646856,-1.495993248,-0.1106421849,0,0,,transition,30,0,-1610,10,652,0
1,132,125,-1.679849139,-0.2445446023,0.8174036822,-2.134753684,-1.495890556,-0.1093640814,0,1,63,task,30,0,-1610,10,652,0
1,132,126,-1.678630908,-0.2175043453,0.754411953,-2.099622838,-1.495792322,-0.1081431697,0,0,,transition,30,0,-1610,10,652,0
1,132,127,-1.677412677,-0.1904640883,0.6914202239,-2.064491992,-1.495694088,-0.106922258,0,1,64,task,30,0,-1610,10,652,0
1,132,128,-1.676247889,-0.1570384818,0.6147512196,-2.02206566,-1.495600011,-0.1057547648,0,0,,transition,30,0,-1610,10,652,0
1,132,129,-1.675083101,-0.1236128752,0.5380822153,-1.979639329,-1.495505933,-0.1045872716,0,1,65,task,30,0,-1610,10,652,0
1,132,130,-1.653764608,-0.1595216063,0.6154546313,-2.020918114,-1.495575234,-0.08320750212,0,1,66,task,10,0,-1610,10,652,0
1,132,131,-1.654697495,-0.1894131039,0.684363653,-2.058989998,-1.495666493,-0.08414243873,0,0,,transition,30,0,-1610,10,652,0
1,132,132,-1.655630382,-0.2193046015,0.7532726746,-2.097061882,-1.495757752,-0.08507737535,0,1,67,task,30,0,-1610,10,652,0
1,132,133,-1.656606397,-0.2443367364,0.8118419442,-2.129650504,-1.495852937,-0.08605537708,0,0,,transition,30,0,-1610,10,652,0
1,132,134,-1.657582413,-0.2693688712,0.8704112138,-2.162239127,-1.495948122,-0.0870333788,0,1,68,task,30,0,-1610,10,652,0
1,132,135,-1.658604631,-0.2912494758,0.922393251,-2.191388982,-1.496047511,-0.08805751294,0,0,,transition,30,0,-1610,10,652,0
1,132,136,-1.659626848,-0.3131300805,0.9743752881,-2.220538838,-1.4961469,-0.08908164707,0,1,69,task,30,0,-1610,10,652,0
1,132,137,-1.634854833,-0.2945216502,0.9234900738,-2.188176282,-1.496040247,-0.06424012335,0,1,70,task,10,0,-1610,10,652,0
1,132,138,-1.63413196,-0.2712356055,0.8688338167,-2.157957007,-1.495946055,-0.06351606618,0,0,,transition,30,0,-1610,10,652,0
1,132,139,-1.633409087,-0.2479495608,0.8141775596,-2.127737732,-1.495851862,-0.062792009,0,1,71,task,30,0,-1610,10,652,0
1,132,140,-1.632717597,-0.2208669186,0.7514986755,-2.093286457,-1.495764117,-0.06209920807,0,0,,transition,30,0,-1610,10,652,0
1,132,141,-1.632026108,-0.1937842763,0.6888197914,-2.058835183,-1.495676371,-0.06140640714,0,1,72,task,30,0,-1610,10,652,0
1,132,142,-1.631364659,-0.1603624015,0.6125425662,-2.017122798,-1.495592041,-0.06074354525,0,0,,transition,30,0,-1610,10,652,0
1,132,143,-1.63070321,-0.1269405267,0.536265341,-1.975410414,-1.495507711,-0.06008068336,0,1,73,task,30,0,-1610,10,652,0
1,132,144,-1.608721866,-0.1497313247,0.5822505958,-1.99688866,-1.495594163,-0.03803626313,0,1,74,task,10,0,-1610,10,652,0
1,132,145,-1.609136939,-0.1808842024,0.6532973928,-2.035299214,-1.495672329,-0.03845200461,0,0,,transition,30,0,-1610,10,652,0
1,132,146,-1.609552012,-0.21203708,0.7243441897,-2.073709767,-1.495750495,-0.0388677461,0,1,75,task,30,0,-1610,10,652,0
1,132,147,-1.609987986,-0.237963318,0.784644652,-2.107147063,-1.495823628,-0.03930446241,0,0,,transition,30,0,-1610,10,652,0
1,132,148,-1.61042396,-0.2638895561,0.8449451144,-2.140584358,-1.495896762,-0.03974117872,0,1,76,task,30,0,-1610,10,652,0
1,132,149,-1.61088049,-0.2864001391,0.8980817721,-2.170290103,-1.49597161,-0.04019842301,0,0,,transition,30,0,-1610,10,652,0
1,132,150,-1.611337021,-0.3089107221,0.9512184298,-2.199995848,-1.496046458,-0.0406556673,0,1,77,task,30,0,-1610,10,652,0
1,132,151,-1.587242451,-0.2937851367,0.9096715473,-2.174248061,-1.495814194,-0.01649488374,0,1,78,task,10,0,-1610,10,652,0
1,132,152,-1.587061962,-0.2700414264,0.853904388,-2.142964572,-1.495772596,-0.01631406792,0,0,,transition,30,0,-1610,10,652,0
1,132,153,-1.586881473,-0.2462977162,0.7981372287,-2.111681084,-1.495730998,-0.0161332521,0,1,79,task,30,0,-1610,10,652,0
1,132,154,-1.586709026,-0.2184854478,0.7337603757,-2.075855891,-1.495690084,-0.01596047577,0,0,,transition,30,0,-1610,10,652,0
1,132,155,-1.58653658,-0.1906731794,0.6693835228,-2.040030698,-1.49564917,-0.01578769945,0,1,80,task,30,0,-1610,10,652,0
1,132,156,-1.586371648,-0.1558527562,0.5899493691,-1.996155827,-1.495608901,-0.01562243522,0,0,,transition,30,0,-1610,10,652,0
1,132,157,-1.586206715,-0.1210323329,0.5105152155,-1.952280957,-1.495568631,-0.015457171,0,1,81,task,30,0,-1610,10,652,0
1,132,158,-1.563977566,-0.1314203024,0.5289147411,-1.959867272,-1.495474652,0.006834436633,0,1,82,task,10,0,-1610,10,652,0
1,132,159,-1.563895067,-0.1652673242,0.6062635367,-2.002759862,-1.495493035,0.006917114089,0,0,,transition,30,0,-1610,10,652,0
1,132,160,-1.563812567,-0.199114346,0.6836123324,-2.045652451,-1.495511417,0.006999791544,0,1,83,task,30,0,-1610,10,652,0
1,132,161,-1.56372627,-0.2264044427,0.7468932654,-2.081034386,-1.495529612,0.007086269486,0,0,,transition,30,0,-1610,10,652,0
1,132,162,-1.563639973,-0.2536945394,0.8101741984,-2.116416321,-1.495547808,0.007172747427,0,1,84,task,30,0,-1610,10,652,0
1,132,163,-1.563549611,-0.2770938125,0.8652360712,-2.147470322,-1.495565799,0.007263293202,0,0,,transition,30,0,-1610,10,652,0
1,132,164,-1.563459249,-0.3004930855,0.920297944,-2.178524322,-1.49558379,0.007353838977,0,1,85,task,30,0,-1610,10,652,0
1,132,165,-1.564023923,-0.398209002,0.9703365637,-2.131776298,-1.501369653,0.006788159055,0,0,,transition,10,0,-1610,10,652,0
1,132,166,-1.564588596,-0.4959249185,1.020375183,-2.085028273,-1.507155515,0.006222479134,0,0,,transition,10,0,-1610,10,652,0
1,132,167,-1.565153269,-0.593640835,1.070413803,-2.038280248,-1.512941377,0.005656799213,0,0,,transition,10,0,-1610,10,652,0
1,132,168,-1.565717942,-0.6913567515,1.120452423,-1.991532223,-1.518727239,0.005091119291,0,0,,transition,10,0,-1610,10,652,0
1,132,169,-1.566282615,-0.789072668,1.170491042,-1.944784198,-1.524513102,0.00452543937,0,0,,transition,10,0,-1610,10,652,0
1,132,170,-1.566847288,-0.8867885845,1.220529662,-1.898036174,-1.530298964,0.003959759449,0,0,,transition,10,0,-1610,10,652,0
1,132,171,-1.567411961,-0.984504501,1.270568282,-1.851288149,-1.536084826,0.003394079528,0,0,,transition,10,0,-1610,10,652,0
1,132,172,-1.567976634,-1.082220418,1.320606902,-1.804540124,-1.541870689,0.002828399606,0,0,,transition,10,0,-1610,10,652,0
1,132,173,-1.568541308,-1.179936334,1.370645521,-1.757792099,-1.547656551,0.002262719685,0,0,,transition,10,0,-1610,10,652,0
1,132,174,-1.569105981,-1.277652251,1.420684141,-1.711044074,-1.553442413,0.001697039764,0,0,,transition,10,0,-1610,10,652,0
1,132,175,-1.569670654,-1.375368167,1.470722761,-1.66429605,-1.559228275,0.001131359843,0,0,,transition,10,0,-1610,10,652,0
1,132,176,-1.570235327,-1.473084084,1.52076138,-1.617548025,-1.565014138,0.0005656799213,0,0,,transition,10,0,-1610,10,652,0
1,132,177,-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0,0,0,,home,30,0,-1610,10,652,0
1,133,1,-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0,0,0,,home,30,0,-1610,10,652,0
1,133,2,-1.624867034,-1.47542145,1.527830781,-1.622959872,-1.57444141,-0.05410501603,0,0,,transition,10,0,-1610,10,652,0
1,133,3,-1.678934067,-1.3800429,1.484861561,-1.675119745,-1.578082819,-0.1082100321,0,0,,transition,10,0,-1610,10,652,0
1,133,4,-1.733001101,-1.284664351,1.441892342,-1.727279617,-1.581724229,-0.1623150481,0,0,,transition,10,0,-1610,10,652,0
1,133,5,-1.787068134,-1.189285801,1.398923123,-1.779439489,-1.585365638,-0.2164200641,0,0,,transition,10,0,-1610,10,652,0
1,133,6,-1.841135168,-1.093907251,1.355953903,-1.831599362,-1.589007048,-0.2705250801,0,0,,transition,10,0,-1610,10,652,0
1,133,7,-1.895202201,-0.9985287014,1.312984684,-1.883759234,-1.592648457,-0.3246300962,0,0,,transition,10,0,-1610,10,652,0
1,133,8,-1.949269235,-0.9031501517,1.270015465,-1.935919106,-1.596289867,-0.3787351122,0,0,,transition,10,0,-1610,10,652,0
1,133,9,-2.003336268,-0.8077716019,1.227046245,-1.988078979,-1.599931276,-0.4328401282,0,0,,transition,10,0,-1610,10,652,0
1,133,10,-2.057403302,-0.7123930522,1.184077026,-2.040238851,-1.603572686,-0.4869451442,0,0,,transition,10,0,-1610,10,652,0
1,133,11,-2.111470335,-0.6170145024,1.141107807,-2.092398723,-1.607214095,-0.5410501603,0,0,,transition,10,0,-1610,10,652,0
1,133,12,-2.165537369,-0.5216359526,1.098138587,-2.144558596,-1.610855505,-0.5951551763,0,0,,transition,10,0,-1610,10,652,0
1,133,13,-2.219604402,-0.4262574029,1.055169368,-2.196718468,-1.614496915,-0.6492601923,0,0,,transition,10,0,-1610,10,652,0
1,133,14,-2.273671436,-0.3308788531,1.012200149,-2.24887834,-1.618138324,-0.7033652083,0,1,1,task,30,0,-1610,10,652,0
1,133,15,-2.288699518,-0.3629257382,1.08120306,-2.27640338,-1.621631401,-0.7182288992,0,1,2,task,30,0,-1610,10,652,0
1,133,16,-2.304579681,-0.3938691918,1.153404852,-2.316646791,-1.624340895,-0.7341251296,0,1,3,task,30,0,-1610,10,652,0
1,133,17,-2.317788728,-0.4171439586,1.208640383,-2.348530388,-1.626444712,-0.7473676163,0,1,4,task,30,0,-1610,10,652,0
