group_id,point_id,q1,q2,q3,q4,q5,q6,collision_detected
106,26,-1.607161724,-0.322958888,1.198921622,-2.461714374,-1.667604946,-0.03653824,FALSE
106,27,-1.606082958,-0.292149225,1.112452296,-2.40418162,-1.668008841,-0.035456466,FALSE
106,28,-1.605113136,-0.257632635,1.019437347,-2.343914156,-1.668270369,-0.03448353,FALSE
106,29,-1.604159352,-0.218509348,0.916820842,-2.277945164,-1.668611642,-0.03352689,FALSE
106,30,-1.603320397,-0.173527312,0.803490062,-2.208050006,-1.668765334,-0.032684641,FALSE
106,31,-1.602537986,-0.120073425,0.67285421,-2.129591484,-1.668869409,-0.031898897,FALSE
106,32,-1.62844619,-0.116912597,0.659699256,-2.122329459,-1.659847407,-0.057883123,FALSE
106,33,-1.629829814,-0.171459929,0.792407284,-2.201625305,-1.659743698,-0.059271437,FALSE
106,34,-1.63128106,-0.217158388,0.906684442,-2.271344895,-1.659636266,-0.060727537,FALSE
106,35,-1.632943845,-0.257102916,1.011976939,-2.340349815,-1.659169341,-0.062392722,FALSE
106,36,-1.634581896,-0.292006455,1.105327257,-2.400219717,-1.658972855,-0.064035194,FALSE
106,37,-1.636475451,-0.323283768,1.194164897,-2.46122489,-1.658359783,-0.065929888,FALSE
106,38,-1.638337192,-0.351340669,1.275572346,-2.516242471,-1.658059885,-0.067795342,FALSE
106,39,-1.640520284,-0.376536908,1.354458457,-2.573539758,-1.657251442,-0.069977501,FALSE
106,40,-1.642670772,-0.399302125,1.428080268,-2.62648002,-1.656790375,-0.072130143,FALSE
106,41,-1.645186733,-0.419484085,1.499874207,-2.681734055,-1.655800926,-0.074642671,FALSE
106,42,-1.647743154,-0.437509311,1.568164566,-2.734884516,-1.655041622,-0.077197501,FALSE
106,43,-1.650638957,-0.453079841,1.634532846,-2.789300352,-1.653904599,-0.080087094,FALSE
106,44,-1.653788958,-0.466268109,1.699037924,-2.844756514,-1.652623625,-0.083227217,FALSE
106,45,-1.657226423,-0.477018977,1.761331748,-2.900323508,-1.651182367,-0.086652093,FALSE
106,46,-1.66084195,-0.48680997,1.819463622,-2.949163606,-1.649845685,-0.090265389,FALSE
106,47,-1.661500621,-0.48851427,1.829447954,-2.957144266,-1.649632583,-0.090925389,FALSE
106,48,-1.695878807,-0.492153488,1.833335296,-2.960077913,-1.64802572,-0.125370833,FALSE
106,49,-1.690850928,-0.482802338,1.775232165,-2.91057358,-1.64984585,-0.120351711,FALSE
106,50,-1.686276874,-0.472439254,1.713242563,-2.854926353,-1.651405724,-0.115796564,FALSE
106,51,-1.681989997,-0.459647814,1.64888992,-2.799008703,-1.652950563,-0.111526705,FALSE
106,52,-1.678162017,-0.44436052,1.583207826,-2.745352936,-1.654064514,-0.107706486,FALSE
106,53,-1.674545583,-0.426803744,1.514640126,-2.690622209,-1.655198679,-0.104097625,FALSE
106,54,-1.671278761,-0.406874809,1.444213331,-2.637417172,-1.656004596,-0.100832262,FALSE
106,55,-1.668183218,-0.384560992,1.370123992,-2.58241769,-1.656826552,-0.09773854,FALSE
106,56,-1.665339118,-0.359768403,1.29316737,-2.52782512,-1.657442867,-0.094892714,FALSE
106,57,-1.662662962,-0.332163695,1.211536512,-2.471068829,-1.658008736,-0.092214542,FALSE
106,58,-1.660149659,-0.301570935,1.125079364,-2.412830617,-1.658505264,-0.08969798,FALSE
106,59,-1.65780918,-0.267275021,1.032161467,-2.351934689,-1.658876318,-0.087353173,FALSE
106,60,-1.65556497,-0.228507252,0.930201041,-2.286033113,-1.659289419,-0.085104949,FALSE
106,61,-1.653492003,-0.183972068,0.817680232,-2.216137279,-1.659525768,-0.08302628,FALSE
106,62,-1.651522265,-0.13114391,0.688036377,-2.137418226,-1.659739457,-0.081050767,FALSE
106,63,-1.674141954,-0.129872726,0.679172439,-2.130666314,-1.659646632,-0.103760315,FALSE
106,64,-1.676626258,-0.18330829,0.809587351,-2.209144627,-1.659453627,-0.106252442,FALSE
106,65,-1.679332982,-0.22876002,0.925108844,-2.282523678,-1.658989352,-0.108964011,FALSE
106,66,-1.682109273,-0.267703209,1.026324672,-2.346514624,-1.658686319,-0.111747185,FALSE
106,67,-1.68512824,-0.302410027,1.12063427,-2.409144274,-1.658125865,-0.114769443,FALSE
106,68,-1.68826029,-0.333271638,1.207104451,-2.466819318,-1.657668801,-0.117906426,FALSE
106,69,-1.691572307,-0.361131854,1.288334203,-2.522229925,-1.657178066,-0.121222933,FALSE
106,70,-1.695227155,-0.386168497,1.366539296,-2.578792071,-1.65631137,-0.12487599,FALSE
106,71,-1.69891667,-0.408863717,1.439363789,-2.630530911,-1.655825522,-0.128570233,FALSE
106,72,-1.704934116,-0.428889668,1.512976909,-2.689627632,-1.650740531,-0.134540598,FALSE
106,73,-1.71290393,-0.446776046,1.583143492,-2.746300981,-1.642296176,-0.142424496,FALSE
106,74,-1.720320453,-0.460982956,1.653174631,-2.810260983,-1.635970343,-0.149745185,FALSE
106,75,-1.725454855,-0.473936745,1.716213422,-2.863191168,-1.635104185,-0.154862837,FALSE
106,76,-1.731417849,-0.483649878,1.778925204,-2.921389726,-1.633279144,-0.160780547,FALSE
106,77,-1.737082776,-0.493021339,1.83620323,-2.969204918,-1.632768363,-0.166448758,FALSE
106,78,-1.737450267,-0.493542574,1.839739949,-2.972215353,-1.632735791,-0.166816416,FALSE
106,79,-1.771512249,-0.495995457,1.839117328,-2.971216623,-1.630820415,-0.200887884,FALSE
106,80,-1.764528102,-0.486821892,1.781486677,-2.922272429,-1.631744977,-0.193910361,FALSE
106,81,-1.75757108,-0.477006276,1.719163392,-2.864971795,-1.633501814,-0.187003395,FALSE
106,82,-1.751177611,-0.464475519,1.654910303,-2.808739541,-1.63496684,-0.180647982,FALSE
106,83,-1.745166346,-0.449685156,1.588311302,-2.752277903,-1.636421417,-0.174670191,FALSE
106,84,-1.739749374,-0.43215576,1.520436654,-2.698803286,-1.637328641,-0.169268364,FALSE
106,85,-1.734496754,-0.41258169,1.448554938,-2.641932754,-1.638545882,-0.164037891,FALSE
106,86,-1.729793222,-0.390268546,1.375445541,-2.58876319,-1.639151439,-0.159338888,FALSE
106,87,-1.725177062,-0.365607096,1.29680128,-2.530457754,-1.640139529,-0.154735796,FALSE
106,88,-1.72102883,-0.338044267,1.216202197,-2.475497401,-1.640565973,-0.150586713,FALSE
106,89,-1.716938476,-0.307364738,1.128007527,-2.41390169,-1.641367634,-0.146502877,FALSE
106,90,-1.71323847,-0.273149958,1.036033257,-2.354486556,-1.641682549,-0.142799188,FALSE
106,91,-1.709623385,-0.234312815,0.933582539,-2.287604222,-1.642238144,-0.139184431,FALSE
106,92,-1.706241802,-0.189663716,0.820622555,-2.216910257,-1.642619707,-0.135799765,FALSE
106,93,-1.703078367,-0.137194824,0.692463252,-2.139887645,-1.64282613,-0.132630747,FALSE
106,94,-1.725821528,-0.139000762,0.691706487,-2.137570127,-1.642722334,-0.155433686,FALSE
106,95,-1.729574831,-0.191857794,0.821328961,-2.216546893,-1.642340682,-0.159191346,FALSE
106,96,-1.733513728,-0.23644877,0.9338534,-2.286660949,-1.641941312,-0.163134048,FALSE
106,97,-1.737731272,-0.27530743,1.036138859,-2.353287349,-1.641320646,-0.167350981,FALSE
106,98,-1.742128355,-0.309650447,1.129138144,-2.414526132,-1.6407783,-0.171748153,FALSE
106,99,-1.746793918,-0.340286241,1.215840579,-2.473422516,-1.640130926,-0.176411104,FALSE
106,100,-1.751745502,-0.367904725,1.29761316,-2.530676543,-1.639387655,-0.181356861,FALSE
106,101,-1.756973584,-0.392687454,1.374773133,-2.585927755,-1.638623217,-0.186577908,FALSE
106,102,-1.762603419,-0.414951495,1.449080788,-2.641672208,-1.637608117,-0.192192345,FALSE
106,103,-1.76853207,-0.434800233,1.519666294,-2.695550937,-1.636641986,-0.198106119,FALSE
106,104,-1.775001097,-0.452193356,1.588550842,-2.751404859,-1.63526746,-0.204544969,FALSE
106,105,-1.78181972,-0.467310674,1.654309654,-2.80569331,-1.633978556,-0.211334602,FALSE
106,106,-1.789387089,-0.479698314,1.71920526,-2.863579311,-1.632041523,-0.218845215,FALSE
106,107,-1.797320573,-0.48982978,1.781035842,-2.919437599,-1.630337679,-0.226728098,FALSE
106,108,-1.805248217,-0.49810158,1.836514953,-2.968499173,-1.628854866,-0.23462533,FALSE
106,109,-1.856186227,-0.499547926,1.889503907,-3.034402327,-1.609148923,-0.28508299,FALSE
106,110,-1.845369792,-0.495522982,1.829717136,-2.972074168,-1.611876778,-0.274412465,FALSE
106,111,-1.83567444,-0.487719671,1.76923912,-2.914727778,-1.613736828,-0.264806193,FALSE
106,112,-1.82634901,-0.478134597,1.705158852,-2.853286728,-1.616058594,-0.255591126,FALSE
106,113,-1.818144111,-0.464796256,1.641804557,-2.800224062,-1.617190918,-0.24742669,FALSE
106,114,-1.807626075,-0.450218815,1.571671374,-2.736769229,-1.624267548,-0.237069319,FALSE
106,115,-1.7971615,-0.43202312,1.502196665,-2.682083751,-1.632507424,-0.226733215,FALSE
106,116,-1.788749563,-0.411704555,1.42833398,-2.623007747,-1.637429319,-0.218403925,FALSE
106,117,-1.782642591,-0.388598179,1.354903787,-2.570782755,-1.638050677,-0.212299575,FALSE
106,118,-1.776610341,-0.363073779,1.275197477,-2.512210739,-1.639253693,-0.206285587,FALSE
106,119,-1.771167209,-0.334663718,1.193583966,-2.457176549,-1.639760791,-0.20084113,FALSE
106,120,-1.765897313,-0.303064016,1.105155793,-2.397310595,-1.640509657,-0.195575328,FALSE
106,121,-1.760919675,-0.267592685,1.009928506,-2.334716581,-1.641160705,-0.190598728,FALSE
106,122,-1.756235257,-0.227546435,0.906373156,-2.268933984,-1.641657574,-0.185911597,FALSE
106,123,-1.751694819,-0.180664925,0.788165091,-2.194151895,-1.642347858,-0.181370959,FALSE
106,124,-1.74748864,-0.125082712,0.653364048,-2.113174194,-1.64268055,-0.177158465,FALSE
106,125,-1.773703503,-0.095644136,0.580007533,-2.069899033,-1.626377635,-0.203228186,FALSE
106,126,-1.778475272,-0.157452871,0.728035471,-2.157963941,-1.625981243,-0.208001617,FALSE
106,127,-1.783452066,-0.207541934,0.851049832,-2.232429494,-1.625629405,-0.212980552,FALSE
106,128,-1.788890474,-0.250880661,0.962925774,-2.305256889,-1.624691067,-0.218408684,FALSE
106,129,-1.794411808,-0.288191008,1.060739468,-2.367678508,-1.624215232,-0.223928142,FALSE
106,130,-1.800331864,-0.321531153,1.152421547,-2.429278668,-1.623432529,-0.229837498,FALSE
106,131,-1.806547258,-0.351299812,1.237548534,-2.487612782,-1.622667132,-0.236041036,FALSE
106,132,-1.813094304,-0.378127912,1.317581496,-2.543659469,-1.621888369,-0.242574392,FALSE
106,133,-1.820121426,-0.402134776,1.394463868,-2.600432169,-1.620813801,-0.249575493,FALSE
106,134,-1.827490247,-0.423769353,1.467112551,-2.654594162,-1.619844907,-0.256920298,FALSE
106,135,-1.83542371,-0.442791815,1.537548982,-2.71016901,-1.618554836,-0.264813758,FALSE
106,136,-1.843880156,-0.45953161,1.60532352,-2.765409116,-1.617138871,-0.273221647,FALSE
106,137,-1.852814223,-0.473974278,1.670189684,-2.819495091,-1.615784962,-0.282106914,FALSE
106,138,-1.862761647,-0.485335765,1.734843607,-2.879039796,-1.613507079,-0.291952713,FALSE
106,139,-1.872967121,-0.495032007,1.795316418,-2.933234403,-1.611962407,-0.302092873,FALSE
106,140,-1.887470471,-0.499182601,1.858794088,-3.002501707,-1.603666814,-0.316304656,FALSE
106,141,-1.904193539,-0.50324746,1.91564067,-3.057427123,-1.59323617,-0.332805746,FALSE
106,142,-1.90833002,-0.504157289,1.928982266,-3.06975555,-1.590945653,-0.336905509,FALSE
106,143,-1.942439443,-0.504753761,1.919001156,-3.059820455,-1.588408245,-0.370926498,FALSE
106,144,-1.929716222,-0.500012856,1.863947352,-3.007955172,-1.589163484,-0.358262794,FALSE
106,145,-1.916848647,-0.495281996,1.803182457,-2.944334812,-1.591783589,-0.345596835,FALSE
106,146,-1.905233065,-0.486333906,1.742926566,-2.8891145,-1.593452004,-0.334079518,FALSE
106,147,-1.894007392,-0.475955211,1.677966618,-2.827020613,-1.59575739,-0.323002132,FALSE
106,148,-1.883975237,-0.461798233,1.614276884,-2.774607219,-1.596892189,-0.313023076,FALSE
106,149,-1.87096523,-0.446319646,1.544064307,-2.712926738,-1.605675123,-0.300205709,FALSE
106,150,-1.858206345,-0.427429485,1.474688161,-2.660092248,-1.615468247,-0.28760054,FALSE
106,151,-1.848319411,-0.406323554,1.400125892,-2.601251996,-1.620294167,-0.277809161,FALSE
106,152,-1.840705592,-0.382420835,1.325587303,-2.548555898,-1.621001717,-0.270207009,FALSE
106,153,-1.833238488,-0.355921019,1.244515695,-2.489521488,-1.622293145,-0.262769323,FALSE
106,154,-1.826413309,-0.326481047,1.161107792,-2.433482518,-1.622910911,-0.255950598,FALSE
106,155,-1.819800132,-0.293560532,1.070166124,-2.372053715,-1.623831486,-0.2493508,FALSE
106,156,-1.813572476,-0.256554363,0.972258952,-2.308355734,-1.624563781,-0.243129894,FALSE
106,157,-1.807648594,-0.214331729,0.864187134,-2.239761411,-1.625255299,-0.237210484,FALSE
106,158,-1.801973383,-0.164651082,0.740774767,-2.162958001,-1.625999681,-0.231539015,FALSE
106,159,-1.796642186,-0.10419165,0.595540241,-2.076067759,-1.626486918,-0.226206375,FALSE
105,1,-1.526250975,-0.07529977,0.523185335,-2.021005033,-1.608953535,0.044573666,FALSE
105,2,-1.525202052,-0.142163425,0.681365733,-2.113570849,-1.609036198,0.045623239,FALSE
105,3,-1.524103129,-0.195154356,0.810025312,-2.190486493,-1.609121763,0.046722743,FALSE
105,4,-1.522835294,-0.240571854,0.926110684,-2.265648397,-1.609511399,0.047990287,FALSE
105,5,-1.521596515,-0.279249736,1.026078455,-2.3284997,-1.609669212,0.049229293,FALSE
105,6,-1.520159133,-0.313791066,1.120751539,-2.392851012,-1.610166938,0.050665368,FALSE
105,7,-1.518757797,-0.3443907,1.205931625,-2.44923053,-1.610398383,0.05206639,FALSE
105,8,-1.517160372,-0.371964533,1.287829419,-2.50724291,-1.610919275,0.053661725,FALSE
105,9,-1.515513617,-0.396693619,1.364474759,-2.562065608,-1.611355412,0.055306385,FALSE
105,10,-1.513726041,-0.418905032,1.437857565,-2.616625507,-1.611902642,0.057090717,FALSE
105,11,-1.51177439,-0.438526054,1.50850897,-2.671706333,-1.612586259,0.059037203,FALSE
105,12,-1.509713634,-0.45590157,1.576079414,-2.725671823,-1.613258934,0.061092033,FALSE
105,13,-1.507418439,-0.470610209,1.641896757,-2.781680455,-1.614159748,0.06337749,FALSE
105,14,-1.50498504,-0.483017572,1.70518355,-2.837225908,-1.615052782,0.065799504,FALSE
105,15,-1.502268228,-0.492505751,1.767096455,-2.895555508,-1.61619564,0.068498581,FALSE
105,16,-1.499357597,-0.499347721,1.82682671,-2.954253276,-1.617367777,0.071387959,FALSE
105,17,-1.496113201,-0.504413359,1.883252248,-3.009270302,-1.618781471,0.074617011,FALSE
105,18,-1.495713712,-0.504925566,1.889514666,-3.015246559,-1.61896531,0.075015513,FALSE
105,19,-1.531795409,-0.508430826,1.902144834,-3.026068446,-1.616776055,0.038960355,FALSE
105,20,-1.533910381,-0.504339555,1.845010202,-2.968223941,-1.615292728,0.036856498,FALSE
105,21,-1.535736319,-0.498885692,1.783739931,-2.904194319,-1.614097687,0.035045366,FALSE
105,22,-1.537133557,-0.488867492,1.723490083,-2.850520543,-1.613526958,0.033653752,FALSE
105,23,-1.538594529,-0.477303738,1.659222322,-2.791607651,-1.612652459,0.032200355,FALSE
105,24,-1.539802794,-0.462538856,1.59467298,-2.738402302,-1.612128437,0.030995611,FALSE
105,25,-1.540982995,-0.445716298,1.526689162,-2.682610119,-1.611514811,0.029819159,FALSE
105,26,-1.542034129,-0.426338284,1.456865819,-2.628701452,-1.611041795,0.02877024,FALSE
105,27,-1.543010774,-0.404564666,1.383757493,-2.57375688,-1.610608315,0.027795381,FALSE
105,28,-1.543917706,-0.380255487,1.307276645,-2.518251613,-1.610217012,0.026889693,FALSE
105,29,-1.544746798,-0.353182605,1.226809424,-2.461815059,-1.609900341,0.026061376,FALSE
105,30,-1.54552401,-0.323063669,1.141203406,-2.403266371,-1.609608617,0.025284723,FALSE
105,31,-1.546242623,-0.289398693,1.049527412,-2.342436714,-1.609368474,0.024566353,FALSE
105,32,-1.546909052,-0.251389603,0.949630775,-2.277677245,-1.609174148,0.023900059,FALSE
105,33,-1.547539369,-0.207704208,0.838380551,-2.207046914,-1.608992725,0.023269685,FALSE
105,34,-1.548104064,-0.156475618,0.71278706,-2.130706043,-1.60891108,0.022704744,FALSE
105,35,-1.548656361,-0.092241655,0.558954038,-2.038284803,-1.608793509,0.022152157,FALSE
105,36,-1.571176262,-0.101099914,0.577100494,-2.047669337,-1.608752308,-0.000383996,FALSE
105,37,-1.571172298,-0.163358022,0.725838977,-2.135992932,-1.608786716,-0.000380009,FALSE
105,38,-1.571162695,-0.21417387,0.85130159,-2.213481174,-1.608835586,-0.000370399,FALSE
105,39,-1.571141047,-0.25733209,0.961390141,-2.283400661,-1.608914325,-0.000348694,FALSE
105,40,-1.571116686,-0.294902183,1.059700174,-2.346286419,-1.608997224,-0.000324352,FALSE
105,41,-1.571047761,-0.328442971,1.152288914,-2.409310391,-1.609186536,-0.000255276,FALSE
105,42,-1.57100093,-0.358332408,1.236287659,-2.465297852,-1.609314397,-0.000208446,FALSE
105,43,-1.570879469,-0.385241001,1.317975319,-2.524537898,-1.609610478,-8.68E-05,FALSE
105,44,-1.570807207,-0.409513052,1.392996475,-2.577234384,-1.609779744,-1.45E-05,FALSE
105,45,-1.5706155,-0.431014644,1.467417351,-2.635320439,-1.610203782,0.000177295,FALSE
105,46,-1.570513023,-0.450505119,1.536022188,-2.686493153,-1.610412412,0.00027984,FALSE
105,47,-1.573022594,-0.466974857,1.607471173,-2.749293889,-1.605170767,-0.002238136,FALSE
105,48,-1.579848315,-0.481663621,1.675780345,-2.808526039,-1.59152606,-0.009056582,FALSE
105,49,-1.582601922,-0.492096267,1.742595157,-2.873735557,-1.586699493,-0.011793921,FALSE
105,50,-1.582630635,-0.501464256,1.80240582,-2.927314096,-1.587379209,-0.011820861,FALSE
105,51,-1.581850684,-0.506256646,1.863086639,-2.991026357,-1.589540781,-0.011037254,FALSE
105,52,-1.581602458,-0.510748859,1.917635,-3.04317267,-1.590655612,-0.01078876,FALSE
105,53,-1.618224483,-0.512619749,1.925197478,-3.049546242,-1.588246348,-0.047337831,FALSE
105,54,-1.617519836,-0.509101148,1.868289278,-2.991906971,-1.586588064,-0.04664483,FALSE
105,55,-1.616629116,-0.503641651,1.808109923,-2.930759678,-1.585370232,-0.045771759,FALSE
105,56,-1.615662514,-0.495083094,1.746542274,-2.872265241,-1.584408162,-0.044818556,FALSE
105,57,-1.614745569,-0.483858812,1.682909582,-2.814446648,-1.583464885,-0.043913231,FALSE
105,58,-1.613759567,-0.469942263,1.617796027,-2.758873023,-1.58277698,-0.042935581,FALSE
105,59,-1.612846967,-0.453638906,1.549941251,-2.702597573,-1.582054375,-0.042030772,FALSE
105,60,-1.611844361,-0.434764446,1.480656618,-2.649003618,-1.581641703,-0.041033,FALSE
105,61,-1.610983652,-0.413608179,1.406965841,-2.591742385,-1.581033427,-0.040177997,FALSE
105,62,-1.609993295,-0.389770596,1.332181357,-2.538688788,-1.580831883,-0.0391902,FALSE
105,63,-1.609179401,-0.363291794,1.250489621,-2.478494953,-1.580333681,-0.038380559,FALSE
105,64,-1.608248707,-0.333858426,1.167194576,-2.422856332,-1.580221333,-0.037451292,FALSE
105,65,-1.607445343,-0.300750632,1.074515999,-2.358541156,-1.579906097,-0.036650719,FALSE
105,66,-1.606575874,-0.263880119,0.977978674,-2.297298008,-1.579860108,-0.035782009,FALSE
105,67,-1.605776237,-0.220949533,0.866374954,-2.223597102,-1.579739057,-0.034984099,FALSE
105,68,-1.604963891,-0.171755635,0.74562804,-2.150763335,-1.579751273,-0.034172007,FALSE
105,69,-1.604189094,-0.111854345,0.602326969,-2.066083123,-1.579761231,-0.033397453,FALSE
105,70,-1.626929886,-0.123436557,0.627454139,-2.077552454,-1.579711413,-0.056139288,FALSE
105,71,-1.628263379,-0.181993873,0.769281427,-2.163727235,-1.579625509,-0.057472185,FALSE
105,72,-1.629652059,-0.229993167,0.888131676,-2.236495423,-1.579561296,-0.058860204,FALSE
105,73,-1.631090175,-0.271649973,0.996153454,-2.306750581,-1.57954301,-0.060296191,FALSE
105,74,-1.632589914,-0.30797997,1.092663806,-2.369545085,-1.579550323,-0.061793899,FALSE
105,75,-1.634126433,-0.340387323,1.18266845,-2.430451679,-1.579654554,-0.063327169,FALSE
105,76,-1.635737325,-0.369418235,1.266631312,-2.488491839,-1.579773704,-0.064934279,FALSE
105,77,-1.637403256,-0.395525465,1.346085134,-2.545169768,-1.579966014,-0.066595232,FALSE
105,78,-1.639133744,-0.418938192,1.421843096,-2.601154223,-1.580220155,-0.068319336,FALSE
105,79,-1.640941592,-0.439869432,1.494190396,-2.656205937,-1.580520321,-0.070119497,FALSE
105,80,-1.64280631,-0.458320741,1.563995847,-2.711716162,-1.580923793,-0.071974159,FALSE
105,81,-1.644761693,-0.474380013,1.631217763,-2.767118211,-1.581371558,-0.07391736,FALSE
105,82,-1.64677654,-0.487926613,1.696500883,-2.823679815,-1.581942159,-0.075916476,FALSE
105,83,-1.648890943,-0.498896463,1.759722908,-2.880969592,-1.582568618,-0.078011599,FALSE
105,84,-1.651025755,-0.506857396,1.821791882,-2.941430492,-1.583415668,-0.0801192,FALSE
105,85,-1.653374503,-0.512294422,1.881276913,-3.000898436,-1.584139649,-0.082439908,FALSE
105,86,-1.654889623,-0.514224018,1.930762657,-3.054101234,-1.585810909,-0.08392679,FALSE
105,87,-1.705056151,-0.516711171,1.934674673,-3.051311107,-1.559620124,-0.133999591,FALSE
105,88,-1.701062233,-0.511928547,1.879147314,-2.999318008,-1.558531199,-0.130024081,FALSE
105,89,-1.695818967,-0.507210568,1.817660457,-2.935101884,-1.560309872,-0.12485125,FALSE
105,90,-1.685526169,-0.498414943,1.754840345,-2.876875337,-1.572520606,-0.114599989,FALSE
105,91,-1.67814354,-0.487952047,1.687542789,-2.811646294,-1.58020245,-0.10726887,FALSE
105,92,-1.674990114,-0.473392049,1.623426407,-2.759505681,-1.580051739,-0.104127983,FALSE
105,93,-1.672138686,-0.457228401,1.554270207,-2.700516345,-1.579655816,-0.101298851,FALSE
105,94,-1.669318446,-0.438065206,1.485355132,-2.648346669,-1.579539491,-0.098486993,FALSE
105,95,-1.666698701,-0.416841817,1.41108652,-2.590203224,-1.579325403,-0.095881108,FALSE
105,96,-1.664155334,-0.392877203,1.335902944,-2.536680573,-1.579256499,-0.093343237,FALSE
105,97,-1.661744817,-0.366285186,1.254542192,-2.477472873,-1.579190058,-0.090941201,FALSE
105,98,-1.659434599,-0.33673748,1.170608312,-2.420854331,-1.579176621,-0.088634434,FALSE
105,99,-1.657213797,-0.303640422,1.078823954,-2.358301621,-1.579228018,-0.086418414,FALSE
105,100,-1.655089393,-0.266540432,0.980835181,-2.294761924,-1.579307596,-0.084296338,FALSE
105,101,-1.653042742,-0.224077313,0.87196924,-2.225218683,-1.579447548,-0.082251748,FALSE
105,102,-1.65108273,-0.174389159,0.748740771,-2.148757463,-1.579609012,-0.080292846,FALSE
105,103,-1.6492284,-0.113980957,0.603633838,-2.061868665,-1.579723424,-0.078438848,FALSE
105,104,-1.672347649,-0.132692726,0.647307394,-2.087142796,-1.579680582,-0.101558965,FALSE
105,105,-1.674750485,-0.189213222,0.783560524,-2.168373192,-1.579565393,-0.103961513,FALSE
105,106,-1.677270887,-0.236383607,0.900260597,-2.23940115,-1.5794425,-0.10648145,FALSE
105,107,-1.68650309,-0.27885586,1.014185381,-2.317655813,-1.562509189,-0.115709825,FALSE
105,108,-1.692413079,-0.314591242,1.109000511,-2.377839239,-1.555004552,-0.121626344,FALSE
105,109,-1.696556389,-0.346577642,1.200188846,-2.441810564,-1.55251734,-0.125760401,FALSE
105,110,-1.6998934,-0.375087234,1.282018775,-2.496859722,-1.552456325,-0.12909277,FALSE
105,111,-1.703319587,-0.400661473,1.362546721,-2.556798563,-1.552600344,-0.132502546,FALSE
105,112,-1.707004561,-0.42375462,1.43652022,-2.6098416,-1.552596728,-0.136178517,FALSE
105,113,-1.710758739,-0.444113313,1.509544669,-2.667315095,-1.552895261,-0.139910412,FALSE
105,114,-1.714822854,-0.462324071,1.578196392,-2.720815142,-1.553009721,-0.143956785,FALSE
105,115,-1.719022205,-0.478002624,1.645155633,-2.776229117,-1.553348872,-0.14812943,FALSE
105,116,-1.723456137,-0.491135354,1.710312337,-2.833065624,-1.553741027,-0.152528075,FALSE
105,117,-1.728168771,-0.5019672,1.772838317,-2.888887781,-1.554148244,-0.157204569,FALSE
105,118,-1.732992292,-0.509284179,1.8353106,-2.95101938,-1.554921115,-0.161962798,FALSE
105,119,-1.738378841,-0.514980594,1.89374587,-3.007420604,-1.555290686,-0.167304232,FALSE
105,120,-1.741405184,-0.516812495,1.935075457,-3.051164085,-1.557355922,-0.170280766,FALSE
